3num,tic,3CompanyID,3DirectorID,3DirectorName,3CompanyName,3RoleName,3DateStartRole,3DateEndRole,3Seniority,3ceo?,3Unnamed: 10,Active2020_May26_Dec31,RoleType
672,META,1820060,646335,Mark Zuckerberg,META PLATFORMS INC (Facebook Inc prior to 11/2021),Chairman/CEO,5/18/12,,Executive Director,1,Mark Zuckerberg,Yes,CEO
673,NOW,1830138,206474,Bill McDermott,SERVICENOW INC,President/CEO,11/18/19,10/25/22,Executive Director,1,Bill McDermott,Yes,CEO
674,FLT,1894801,554070,Mike Zahra,DRONE DELIVERY CANADA CORP (Asher Resources Corp prior to 06/2016),President/CEO,6/10/19,2/22/22,Executive Director,1,Mike Zahra,Yes,CEO
675,FANG,1895607,1277021,Travis Stice,DIAMONDBACK ENERGY INC,CEO,1/1/17,2/22/22,Executive Director,1,Travis Stice,Yes,CEO
676,ABBV,1921326,33494,Rick Gonzalez,ABBVIE INC,Chairman/CEO,1/2/13,,Executive Director,1,Rick Gonzalez,Yes,CEO
677,NCLH,1925428,1451131,Frank Del Rio,NORWEGIAN CRUISE LINE HOLDINGS LTD,President/CEO,8/4/15,6/30/23,Executive Director,1,Frank Del Rio,Yes,CEO
678,IQV,1951118,33049,Ari Bousbib,IQVIA HOLDINGS INC (Quintiles IMS Holdings Inc prior to 11/2017),Chairman/President/CEO,10/3/16,,Executive Director,1,Ari Bousbib,Yes,CEO
679,CDW,1961452,452866,Chris Leahy,CDW CORP,President/CEO,1/1/19,1/5/23,Executive Director,1,Chris Leahy,Yes,CEO
680,NWS,1962516,1282519,Robert Thomson,NEWS CORP,CEO,6/28/13,,Executive Director,1,Robert Thomson,Yes,CEO
681,NWSA,1962516,1282519,Robert Thomson,NEWS CORP,CEO,6/28/13,,Executive Director,1,Robert Thomson,Yes,CEO
682,CMI,1984540,2418090,Doctor Leslie Klein,C-COM SATELLITE SYSTEMS INC,President/CEO,8/15/00,,Executive Director,1,Doctor Leslie Klein,Yes,CEO
683,IP,1985284,2589083,Alen Silverrstieen,IMAGINEAR INC (Imagination Park Technologies Inc prior to 04/2020),President/CEO,3/1/19,1/1/21,Executive Director,1,Alen Silverrstieen,Yes,CEO
684,,1985899,2390887,Bernard Tourillon,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),Chairman/President/CEO,1/1/18,,Executive Director,1,Bernard Tourillon,Yes,CEO
685,HPQ,1985899,2390887,Bernard Tourillon,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),Chairman/President/CEO,1/1/18,,Executive Director,1,Bernard Tourillon,Yes,CEO
686,CSX,1986420,1852520,Graeme Lempriere,CLEAN SEED CAPITAL GROUP LTD,Chairman/CEO,10/16/18,,Executive Director,1,Graeme Lempriere,Yes,CEO
687,WELL,1987496,1607052,Hamed Shahbazi,WELL HEALTH TECHNOLOGIES CORP (Wellness Lifestyles Inc prior to 07/2018),Chairman/CEO,5/23/18,,Executive Director,1,Hamed Shahbazi,Yes,CEO
688,BK,1987552,735008,Steve Finch,CANADIAN BANC CORP,Chairman/President/CEO,7/15/05,,Executive Director,1,Steve Finch,Yes,CEO
689,DE,1987627,2784754,James Paterson,DECISIVE DIVIDEND CORP,Chairman/CEO,9/24/13,5/31/21,Executive Director,1,James Paterson,Yes,CEO
690,TWTR,2006706,334036,Omid Kordestani,TWITTER INC (De-listed 10/2022),Chairman (Executive),10/13/15,6/1/20,Executive Director,1,Omid Kordestani,Yes,TMT
691,TWTR,2006706,1132809,Jack Dorsey,TWITTER INC (De-listed 10/2022),CEO,9/30/15,11/29/21,Executive Director,1,Jack Dorsey,Yes,CEO
692,AAL,2021732,273457,Doug Parker Jr,AMERICAN AIRLINES GROUP INC (AMR Corp prior to 12/2013),Chairman/CEO,6/4/14,3/31/22,Executive Director,1,Doug Parker Jr,Yes,CEO
693,HLT,2022926,180239,Chris Nassetta,HILTON WORLDWIDE HOLDINGS INC,President/CEO,12/12/13,,Executive Director,1,Chris Nassetta,Yes,CEO
694,VMC,2034565,1537148,William Trainer,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),President/CEO,8/26/19,,Executive Director,1,William Trainer,Yes,CEO
695,PAYC,2061294,1388163,Chad Richison,PAYCOM SOFTWARE INC,Chairman/President/CEO,8/1/16,2/7/24,Executive Director,1,Chad Richison,Yes,CEO
696,ANET,2073894,201466,Doctor Andy von Bechtolsheim,ARISTA NETWORKS INC,Chairman/Chief Development Officer,5/18/15,12/1/23,Executive Director,1,Doctor Andy von Bechtolsheim,Yes,TMT
697,ANET,2073894,765053,Jayshree Ullal,ARISTA NETWORKS INC,President/CEO,6/6/14,12/1/23,Executive Director,1,Jayshree Ullal,Yes,CEO
698,CTLT,2129696,1047323,John Chiminski,CATALENT INC,Chairman/CEO,2/13/19,7/1/22,Executive Director,1,John Chiminski,Yes,CEO
699,SYF,2129744,1111132,Margaret Keane,SYNCHRONY FINANCIAL,CEO,5/2/19,4/1/21,Executive Director,1,Margaret Keane,Yes,CEO
700,CFG,2150201,35815,Bruce van Saun,CITIZENS FINANCIAL GROUP INC,Chairman/CEO,9/24/14,,Executive Director,1,Bruce van Saun,Yes,CEO
701,KEYS,2163313,598783,Ron Nersesian,KEYSIGHT TECHNOLOGIES INC,Chairman/President/CEO,11/1/19,5/1/22,Executive Director,1,Ron Nersesian,Yes,CEO
702,QRVO,2204149,181113,Bob Bruggeworth,QORVO INC,President/CEO,1/2/15,,Executive Director,1,Bob Bruggeworth,Yes,CEO
703,ETSY,2236759,765386,Josh Silverman,ETSY INC,President/CEO,5/3/17,,Executive Director,1,Josh Silverman,Yes,CEO
704,WRK,2302775,325766,Steve Voorhees,WESTROCK CO,President/CEO,7/1/15,3/15/21,Executive Director,1,Steve Voorhees,Yes,CEO
705,PYPL,2308850,54611,Dan Schulman,PAYPAL HOLDINGS INC,President/CEO,7/17/15,9/27/23,Executive Director,1,Dan Schulman,Yes,CEO
706,HPE,2358912,1192124,Antonio Neri,HEWLETT PACKARD ENTERPRISE CO,President/CEO,2/1/18,,Executive Director,1,Antonio Neri,Yes,CEO
707,,2429185,2127717,Mark Goliger,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,9/10/18,11/18/20,Executive Director,1,Mark Goliger,Yes,CEO
708,META,2429185,2127717,Mark Goliger,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,9/10/18,11/18/20,Executive Director,1,Mark Goliger,Yes,CEO
709,FTV,2482889,372492,Jim Lico,FORTIVE CORP,President/CEO,7/2/16,,Executive Director,1,Jim Lico,Yes,CEO
710,LW,2558653,1595178,Tom Werner,LAMB WESTON HOLDINGS INC,President/CEO,11/9/16,,Executive Director,1,Tom Werner,Yes,CEO
711,INVH,2607907,1862251,Dallas Tanner,INVITATION HOMES INC,President/CEO,1/16/19,3/1/23,Executive Director,1,Dallas Tanner,Yes,CEO
712,IR,2656398,1912562,Vicente Reynal,INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020),President/CEO,5/12/17,11/9/21,Executive Director,1,Vicente Reynal,Yes,CEO
713,C,2667306,1480332,Matt Lennox-King,CONTACT GOLD CORP (Winwell Ventures Inc prior to 06/2017),President/CEO,6/7/17,,Executive Director,1,Matt Lennox-King,Yes,CEO
714,SPG,2686564,2235636,Jason Sparaga,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),Co-CEO,8/31/18,1/5/21,Executive Director,1,Jason Sparaga,Yes,CEO
715,SPG,2686564,2239576,Andrew Clark,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),Co-CEO,8/31/18,1/5/21,Executive Director,1,Andrew Clark,Yes,CEO
716,VICI,2771146,648089,Ed Pitoniak,VICI PROPERTIES INC,CEO,2/1/18,,Executive Director,1,Ed Pitoniak,Yes,CEO
717,EVRG,2824528,345671,Terry Bassham,EVERGY INC,President/CEO,6/5/18,1/4/21,Executive Director,1,Terry Bassham,Yes,CEO
718,CL,2957858,1374341,Charles Bachtell,CRESCO LABS INC,CEO,12/3/18,,Executive Director,1,Charles Bachtell,Yes,CEO
719,MRNA,2959246,507530,St___©phane Bancel,MODERNA INC,CEO,12/7/18,,Executive Director,1,St___©phane Bancel,Yes,CEO
720,ETR,2978540,655507,Fiore Aliperti,ETRUSCUS RESOURCES CORP,Chairman (Executive),1/15/19,11/23/21,Executive Director,1,Fiore Aliperti,Yes,TMT
721,ETR,2978540,2141493,Gordon Lam,ETRUSCUS RESOURCES CORP,President/CEO,1/15/19,7/1/21,Executive Director,1,Gordon Lam,Yes,CEO
722,FOX,3010375,4799,Keith Murdoch,FOX CORP,Chairman,3/19/19,11/17/23,Executive Director,1,Keith Murdoch,Yes,TMT
723,FOXA,3010375,4799,Keith Murdoch,FOX CORP,Chairman,3/19/19,11/17/23,Executive Director,1,Keith Murdoch,Yes,TMT
724,FOX,3010375,15156,Lachlan Murdoch,FOX CORP,Chair (Executive)/CEO,3/19/19,,Executive Director,1,Lachlan Murdoch,Yes,CEO
725,FOXA,3010375,15156,Lachlan Murdoch,FOX CORP,Chair (Executive)/CEO,3/19/19,,Executive Director,1,Lachlan Murdoch,Yes,CEO
726,CTVA,3039776,1010737,Jim Collins Jr,CORTEVA INC,CEO,6/3/19,11/1/21,Executive Director,1,Jim Collins Jr,Yes,CEO
