1num,gvkey,2num,tic,3num,1conm_x,2Company,3CompanyName,1ceo_minority,1ethnicity (from boardex),2BE,1ceo_race(black),ceo_race,1ceo_name,2First,2Last,3DirectorName,3Unnamed: 10,ceo_name,2Female,ceo_gender,2ExecType,3ceo?,3RoleName,3Seniority,3DateStartRole,3DateEndRole,2AnnDate,2permno,2Confounded,2Interim,3CompanyID,3DirectorID
326,10530,,TMO,521,THERMO FISHER SCIENTIFIC INC,,THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006),0,CAUCASIAN/WHITE,,,,,,,Delete Delete,Delete Delete,,,,,1,Chairman/VP/Treasurer,Executive Director,N,C,,,,,30616,2810399
327,64821,,ARE,11,ALEXANDRIA R E EQUITIES INC,,ALEXANDRIA REAL ESTATE EQUITIES INC,0,CAUCASIAN/WHITE,,,,,,,Joel Marcus,Joel Marcus,,,,,1,Chairman (Executive),Executive Director,4/23/18,C,,,,,1354,182964
327,64821,,ARE,581,ALEXANDRIA R E EQUITIES INC,,AECON GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Jean-Louis Servranckx,Jean-Louis Servranckx,,,,,1,President/CEO,Executive Director,6/4/19,C,,,,,72259,1206037
328,180405,,ATVI,3,ACTIVISION BLIZZARD INC,,ACTIVISION BLIZZARD INC (De-listed 10/2023),0,CAUCASIAN/WHITE,,,,,,,Bobby Kotick,Bobby Kotick,,,,,1,CEO,Executive Director,6/26/17,10/13/23,,,,,725,69696
329,1913,,AVY,46,AVERY DENNISON CORP,,AVERY DENNISON CORP,0,CAUCASIAN/WHITE,,,,,,,Mitch Butier,Mitch Butier,,,,,1,Chairman/President/CEO,Executive Director,4/25/19,2/28/22,,,,,3210,530989
330,3980,197,DIS,,DISNEY (WALT) CO,Walt Disney,,0,CAUCASIAN/WHITE,1,,black,,Dennis,Hightower,,,Dennis Hightower,0,Male,TMT,,,,,,9/24/90,26403,1,,,
330,3980,217,DIS,,DISNEY (WALT) CO,Walt Disney,,0,CAUCASIAN/WHITE,1,,black,,Richard,Nanula,,,Richard Nanula,0,Male,TMT,,,,,,8/29/91,26403,1,,,
331,9846,,EIX,201,EDISON INTERNATIONAL,,EDISON INTERNATIONAL,1,HISPANIC/LATIN AMERICAN,,,,,,,Pedro Pizarro,Pedro Pizarro,,,,,1,President/CEO,Executive Director,9/30/16,C,,,,,10130,791001
332,165746,,LYV,615,LIVE NATION ENTERTAINMENT,,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),0,CAUCASIAN/WHITE,,,,,,,Michael Rapino,Michael Rapino,,,,,1,President/CEO,Executive Director,1/1/18,C,,,,,814633,551171
333,10096,,PSA,453,PUBLIC STORAGE,,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),0,CAUCASIAN/WHITE,,,,,,,Joe Russell Jr,Joe Russell Jr,,,,,1,President/CEO,Executive Director,1/1/19,C,,,,,25380,270150
334,4213,,ECL,200,ECOLAB INC,,ECOLAB INC,0,CAUCASIAN/WHITE,,,,,,,Doug Baker Jr,Doug Baker Jr,,,,,1,Chairman/CEO,Executive Director,12/2/11,1/1/21,,,,,10036,51882
335,7435,,MMM,382,3M CO,,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),0,CAUCASIAN/WHITE,,,,,,,Mike Roman,Mike Roman,,,,,1,Chairman/President/CEO,Executive Director,6/1/19,9/1/23,,,,,20777,1310783
335,7435,,MMM,642,3M CO,,MINCO CAPITAL CORP (Minco Gold Corp prior to 02/2019),0,CAUCASIAN/WHITE,,,,,,,Doctor Ken Cai,Doctor Ken Cai,,,,,1,Chairman/CEO,Executive Director,6/28/17,6/4/20,,,,,1336232,842949
336,160991,,DLR,606,DIGITAL REALTY TRUST INC,,DIGITAL REALTY TRUST INC,0,CAUCASIAN/WHITE,,,,,,,Bill Stein,Bill Stein,,,,,1,CEO,Executive Director,5/1/15,12/13/22,,,,,641924,374955
337,12142,226,ORCL,413,ORACLE CORP,Oracle,ORACLE CORP,0,CAUCASIAN/WHITE,1,,black,,Charles,Phillips,Larry Ellison,Larry Ellison,Charles Phillips,0,Male,TMT,1,Executive Chairman/Chief Technology Officer,Executive Director,9/17/14,C,1/13/04,10104,1,,23295,27485
337,12142,226,ORCL,415,ORACLE CORP,Oracle,ORACLE CORP,0,CAUCASIAN/WHITE,1,,black,,Charles,Phillips,Jeff Henley,Jeff Henley,Charles Phillips,0,Male,TMT,1,Vice Chairman (Executive),Executive Director,9/17/14,C,1/13/04,10104,1,,23295,33468
337,12142,226,ORCL,417,ORACLE CORP,Oracle,ORACLE CORP,0,CAUCASIAN/WHITE,1,,black,,Charles,Phillips,Safra Catz,Safra Catz,Charles Phillips,0,Male,TMT,1,CEO,Executive Director,10/18/19,C,1/13/04,10104,1,,23295,33503
338,184996,,TSLA,651,TESLA INC,,TESLA INC (Tesla Motors Inc prior to 02/2017),0,CAUCASIAN/WHITE,,,,,,,Elon Musk,Elon Musk,,,,,1,CEO,Executive Director,11/7/18,C,,,,,1650150,1090701
339,2220,,BIO,79,BIO-RAD LABORATORIES INC,,BIO RAD LABORATORIES INC,0,CAUCASIAN/WHITE,,,,,,,Norman Schwartz,Norman Schwartz,,,,,1,Chairman/President/CEO,Executive Director,1/1/12,C,,,,,4311,181631
340,3504,,COO,155,COOPER COS INC (THE),,COOPER COMPANIES INC,0,CAUCASIAN/WHITE,,,,,,,Al White III,Al White III,,,,,1,President/CEO,Executive Director,5/1/18,C,,,,,7836,517326
341,2991,,CVX,123,CHEVRON CORP,,CHEVRON CORP,0,CAUCASIAN/WHITE,,,,,,,Mike Wirth,Mike Wirth,,,,,1,Chairman/CEO,Executive Director,2/1/18,C,,,,,6627,343163
342,160211,183,DPZ,583,DOMINO'S PIZZA INC,Domino¡¯s Pizza,DOMINO'S PIZZA INC,0,CAUCASIAN/WHITE,1,,black,,Troy,Ellis,Ritch Allison Jr,Ritch Allison Jr,Troy Ellis,0,Male,TMT,1,CEO,Executive Director,7/1/18,4/26/22,6/30/15,90248,1,,90132,1110512
343,64166,,DGX,461,QUEST DIAGNOSTICS INC,,QUEST DIAGNOSTICS INC,0,CAUCASIAN/WHITE,,,,,,,Steve Rusckowski,Steve Rusckowski,,,,,1,Chairman/President/CEO,Executive Director,1/1/17,11/1/22,,,,,25578,37246
344,38821,,OGN,643,ORGANON & CO,,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),0,CAUCASIAN/WHITE,,,,,,,Paddy Nicol,Paddy Nicol,,,,,1,President/CEO,Executive Director,1/25/11,8/18/20,,,,,1562505,2413290
345,180652,,VRSK,644,VERISK ANALYTICS INC,,VERISK ANALYTICS INC,0,CAUCASIAN/WHITE,,,,,,,Scott Stephenson,Scott Stephenson,,,,,1,Chairman/President/CEO,Executive Director,4/1/16,5/5/22,,,,,1586724,982579
346,126554,,A,7,AGILENT TECHNOLOGIES INC,,AGILENT TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,Mike McMullen,Mike McMullen,,,,,1,President/CEO,Executive Director,3/18/15,C,,,,,1060,598782
347,1690,,AAPL,36,APPLE INC,,APPLE INC (Apple Computer Inc prior to 01/2007),0,CAUCASIAN/WHITE,,,,,,,Tim Cook,Tim Cook,,,,,1,CEO,Executive Director,8/24/11,C,,,,,2355,55422
348,12540,,ADBE,4,ADOBE INC,,ADOBE INC (Adobe Systems Inc prior to 10/2018),1,INDIAN/SOUTH ASIAN,,,,,,,Shantanu Narayen,Shantanu Narayen,,,,,1,Chairman/President/CEO,Executive Director,1/27/17,1/13/22,,,,,808,49351
349,1704,,AMAT,37,APPLIED MATERIALS INC,,APPLIED MATERIALS INC,0,CAUCASIAN/WHITE,,,,,,,Gary Dickerson,Gary Dickerson,,,,,1,President/CEO,Executive Director,9/1/13,C,,,,,2382,50901
350,1161,,AMD,5,ADVANCED MICRO DEVICES,,ADVANCED MICRO DEVICES INC (AMD),1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Doctor Lisa Su,Doctor Lisa Su,,,,,1,President/CEO,Executive Director,10/8/14,2/14/22,,,,,881,542142
351,20748,,ANET,696,ARISTA NETWORKS INC,,ARISTA NETWORKS INC,1,INDIAN/SOUTH ASIAN,,,,,,,Doctor Andy von Bechtolsheim,Doctor Andy von Bechtolsheim,,,,,1,Chairman/Chief Development Officer,Executive Director,5/18/15,12/1/23,,,,,2073894,201466
351,20748,,ANET,697,ARISTA NETWORKS INC,,ARISTA NETWORKS INC,1,INDIAN/SOUTH ASIAN,,,,,,,Jayshree Ullal,Jayshree Ullal,,,,,1,President/CEO,Executive Director,6/6/14,12/1/23,,,,,2073894,765053
352,180711,,AVGO,618,BROADCOM INC,,BROADCOM INC (Broadcom Ltd prior to 04/2018),1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Hock Tan,Hock Tan,,,,,1,President/CEO,Executive Director,8/6/09,C,,,,,817439,102722
353,13421,,CDNS,97,CADENCE DESIGN SYSTEMS INC,,CADENCE DESIGN SYSTEMS INC,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Lip-Bu Tan,Lip-Bu Tan,,,,,1,CEO,Executive Director,11/16/17,12/15/21,,,,,5480,182411
354,20779,,CSCO,130,CISCO SYSTEMS INC,,CISCO SYSTEMS INC,0,CAUCASIAN/WHITE,,,,,,,Chuck Robbins,Chuck Robbins,,,,,1,Chair/CEO,Executive Director,12/11/17,C,,,,,6908,536628
355,114524,,EBAY,,EBAY INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
356,183377,,FTNT,648,FORTINET INC,,FORTINET INC,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Ken Xie,Ken Xie,,,,,1,Chairman/CEO,Executive Director,11/11/13,C,,,,,1606380,1055310
357,160329,,GOOGL,588,ALPHABET INC,,ALPHABET INC (Google Inc prior to 10/2015),1,INDIAN/SOUTH ASIAN,,,,,,,Sundar Pichai,Sundar Pichai,,,,,1,CEO,Executive Director,12/3/19,C,,,,,116351,887679
358,5606,,HPQ,278,HP INC,,HP INC (Hewlett-Packard Co prior to 11/2015),1,HISPANIC/LATIN AMERICAN,,,,,,,Enrique Lores,Enrique Lores,,,,,1,President/CEO,Executive Director,11/1/19,C,,,,,14722,607415
358,5606,,HPQ,685,HP INC,,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),1,HISPANIC/LATIN AMERICAN,,,,,,,Bernard Tourillon,Bernard Tourillon,,,,,1,Chairman/President/CEO,Executive Director,1/1/18,C,,,,,1985899,2390887
359,6008,,INTC,302,INTEL CORP,,INTEL CORP,0,CAUCASIAN/WHITE,,,,,,,Bob Swan,Bob Swan,,,,,1,CEO,Executive Director,1/30/19,2/15/21,,,,,16239,48076
360,27928,,INTU,308,INTUIT INC,,INTUIT INC,1,MIDDLE-EASTERN/NORTH AFRICAN,,,,,,,Brad Smith,Brad Smith,,,,,1,Chairman (Executive),Executive Director,1/1/19,1/1/22,,,,,16626,444827
360,27928,,INTU,309,INTUIT INC,,INTUIT INC,1,MIDDLE-EASTERN/NORTH AFRICAN,,,,,,,Sasan Goodarzi,Sasan Goodarzi,,,,,1,President/CEO,Executive Director,1/1/19,2/1/24,,,,,16626,556870
361,136725,,ISRG,310,INTUITIVE SURGICAL INC,,INTUITIVE SURGICAL INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Gary Guthart,Doctor Gary Guthart,,,,,1,President/CEO,Executive Director,1/1/10,5/16/23,,,,,16627,324511
362,121718,,JNPR,318,JUNIPER NETWORKS INC,,JUNIPER NETWORKS INC,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Rami Rahim,Rami Rahim,,,,,1,CEO,Executive Director,11/10/14,C,,,,,17580,1275216
363,6304,,KLAC,328,KLA CORP,,KLA CORP (KLA Tencor Corp prior to 07/2019),0,CAUCASIAN/WHITE,,,,,,,Rick Wallace,Rick Wallace,,,,,1,President/CEO,Executive Director,11/13/08,C,,,,,17984,51071
364,14256,,MXIM,362,MAXIM INTEGRATED PRODUCTS,,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),1,MIDDLE-EASTERN/NORTH AFRICAN,,,,,,,Tunc Doluca,Tunc Doluca,,,,,1,President/CEO,Executive Director,1/1/07,8/26/21,,,,,19863,36387
365,147579,,NFLX,584,NETFLIX INC,,NETFLIX INC,0,CAUCASIAN/WHITE,,,,,,,Wilmot Hastings Jr,Wilmot Hastings Jr,,,,,1,Chairman/President/CEO,Executive Director,7/1/99,7/14/20,,,,,93427,182088
366,171007,,NOW,673,SERVICENOW INC,,SERVICENOW INC,0,CAUCASIAN/WHITE,,,,,,,Bill McDermott,Bill McDermott,,,,,1,President/CEO,Executive Director,11/18/19,10/25/22,,,,,1830138,206474
367,61591,,NTAP,391,NETAPP INC,,NETAPP INC (Network Appliance Inc prior to 03/2008),1,INDIAN/SOUTH ASIAN,,,,,,,George Kurian,George Kurian,,,,,1,President/CEO,Executive Director,5/20/16,7/1/20,,,,,21903,1448606
368,117768,,NVDA,403,NVIDIA CORP,,NVIDIA CORP,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Jensen Huang,Jensen Huang,,,,,1,President/CEO,Executive Director,4/1/93,C,,,,,22806,83377
369,24616,,PYPL,705,PAYPAL HOLDINGS INC,,PAYPAL HOLDINGS INC,0,CAUCASIAN/WHITE,,,,,,,Dan Schulman,Dan Schulman,,,,,1,President/CEO,Executive Director,7/17/15,9/27/23,,,,,2308850,54611
370,17120,,SIVB,,SVB FINANCIAL GROUP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
371,24975,,SNPS,507,SYNOPSYS INC,,SYNOPSYS INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Aart De Geus,Doctor Aart De Geus,,,,,1,Chairman/Co-CEO,Executive Director,5/21/12,4/30/22,,,,,29816,64702
371,24975,,SNPS,508,SYNOPSYS INC,,SYNOPSYS INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Chi-Foon Chan,Doctor Chi-Foon Chan,,,,,1,President/Co-CEO,Executive Director,5/21/12,11/1/21,,,,,29816,64712
372,22815,,TRMB,,TRIMBLE INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
373,11115,,VAR,547,VARIAN MEDICAL SYSTEMS INC,,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),0,CAUCASIAN/WHITE,,,,,,,Dow Wilson,Dow Wilson,,,,,1,President/CEO,Executive Director,9/29/12,10/5/20,,,,,32375,453565
374,11399,,WDC,,WESTERN DIGITAL CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
375,22325,,XLNX,574,XILINX INC,,XILINX INC (De-listed 02/2022),1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,Victor Peng,Victor Peng,,,,,1,President/CEO,Executive Director,1/29/18,2/14/22,,,,,33857,339239
376,1722,,ADM,38,ARCHER-DANIELS-MIDLAND CO,,ARCHER-DANIELS-MIDLAND CO,1,HISPANIC/LATIN AMERICAN,,,,,,,Juan Luciano,Juan Luciano,,,,,1,Chairman/President/CEO,Executive Director,1/1/16,C,,,,,2490,890753
377,4973,,AJG,250,ARTHUR J GALLAGHER & CO,,ARTHUR J GALLAGHER & CO,0,CAUCASIAN/WHITE,,,,,,,Pat Gallagher Jr,Pat Gallagher Jr,,,,,1,Chairman/President/CEO,Executive Director,10/19/06,1/1/24,,,,,12761,81627
378,28349,,ALL,16,ALLSTATE CORP,,ALLSTATE CORP,0,CAUCASIAN/WHITE,,,,,,,Tom Wilson II,Tom Wilson II,,,,,1,Chairman/President/CEO,Executive Director,2/23/18,C,,,,,1534,34944
379,2285,4,BA,,BOEING CO,Boeing Company,,0,CAUCASIAN/WHITE,1,,black,,James,Bell,,,James Bell,0,Male,CEO,,,,,,3/7/05,19561,0,1,,
379,2285,161,BA,,BOEING CO,Boeing,,0,CAUCASIAN/WHITE,1,,black,,James,Bell,,,James Bell,0,Male,TMT,,,,,,1/6/04,19561,0,,,
380,3362,,CAG,145,CONAGRA BRANDS INC,,CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016),0,CAUCASIAN/WHITE,,,,,,,Sean Connolly,Sean Connolly,,,,,1,President/CEO,Executive Director,4/6/15,C,,,,,7619,837621
381,184500,,CBOE,650,CBOE GLOBAL MARKETS INC,,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),0,CAUCASIAN/WHITE,,,,,,,Ed Tilly,Ed Tilly,,,,,1,Chairman/President/CEO,Executive Director,1/14/19,5/12/22,,,,,1647824,1058282
382,149070,,CME,590,CME GROUP INC,,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),0,CAUCASIAN/WHITE,,,,,,,The Hon. Terry Duffy,The Hon. Terry Duffy,,,,,1,Chairman/CEO,Executive Director,11/10/16,C,,,,,268946,91452
383,28733,,EQR,214,EQUITY RESIDENTIAL,,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),0,CAUCASIAN/WHITE,,,,,,,Mark Parrell,Mark Parrell,,,,,1,President/CEO,Executive Director,12/31/18,C,,,,,10928,552575
384,8539,176,EXC,225,EXELON CORP,Exelon,EXELON CORP,0,CAUCASIAN/WHITE,1,,black,,Frank,Clark,Chris Crane,Chris Crane,Frank Clark,0,Male,TMT,1,President/CEO,Executive Director,3/12/12,10/17/22,10/2/01,21776,1,,11376,534954
385,41818,,GEHC,,GE HEALTHCARE TECHNOLOGI INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
386,15267,,IEX,,IDEX CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
387,5878,,ITW,296,ILLINOIS TOOL WORKS,,ILLINOIS TOOL WORKS INC (ITW),0,CAUCASIAN/WHITE,,,,,,,Ernest Santi,Ernest Santi,,,,,1,Chairman/CEO,Executive Director,5/8/15,1/1/24,,,,,15580,534201
388,155394,,LKQ,593,LKQ CORP,,LKQ CORPORATION INC,0,CAUCASIAN/WHITE,,,,,,,Joe Holsten,Joe Holsten,,,,,1,Chairman (Executive),Executive Director,3/6/17,5/10/22,,,,,463860,345185
388,155394,,LKQ,594,LKQ CORP,,LKQ CORPORATION INC,0,CAUCASIAN/WHITE,,,,,,,Nick Zarcone,Nick Zarcone,,,,,1,President/CEO,Executive Director,5/31/17,C,,,,,463860,1523271
389,7154,51,MCD,365,MCDONALD'S CORP,McDonald¡¯s,MCDONALD'S CORP,0,CAUCASIAN/WHITE,1,,black,,Donald,Thompson,Chris Kempczinski,Chris Kempczinski,Donald Thompson,0,Male,CEO,1,President/CEO,Executive Director,11/1/19,C,1/11/10,43449,1,0,19944,1381393
389,7154,213,MCD,365,MCDONALD'S CORP,McDonald¡¯s,MCDONALD'S CORP,0,CAUCASIAN/WHITE,1,,black,,Raymond,Mines,Chris Kempczinski,Chris Kempczinski,Raymond Mines,0,Male,TMT,1,President/CEO,Executive Director,11/1/19,C,9/28/98,43449,0,,19944,1381393
390,142953,249,MDLZ,329,MONDELEZ INTERNATIONAL INC,Kraft Foods,MONDELEZ INTERNATIONAL INC,0,CAUCASIAN/WHITE,1,,black,,Mary Beth,West,Doctor Dirk van de Put,Doctor Dirk van de Put,Mary Beth West,1,Female,TMT,1,Chairman/CEO,Executive Director,4/1/18,C,10/29/07,89006,0,,18164,640369
391,7585,,MSI,386,MOTOROLA SOLUTIONS INC,,MOTOROLA SOLUTIONS INC,0,CAUCASIAN/WHITE,,,,,,,Greg Brown,Greg Brown,,,,,1,Chairman/CEO,Executive Director,5/3/11,C,,,,,21174,42861
391,7585,,MSI,657,MOTOROLA SOLUTIONS INC,,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),0,CAUCASIAN/WHITE,,,,,,,Stephen Liptrap,Stephen Liptrap,,,,,1,President/CEO,Executive Director,5/4/17,9/2/22,,,,,1681880,1060498
392,7982,235,NTRS,397,NORTHERN TRUST CORP,Northern Trust,NORTHERN TRUST CORP,0,CAUCASIAN/WHITE,1,,black,,Shundrawn,Thomas,Mike O'Grady,Mike O'Grady,Shundrawn Thomas,0,Male,TMT,1,Chairman/President/CEO,Executive Director,1/23/19,C,5/28/14,58246,1,,22509,1122917
393,10795,26,UAL,531,UNITED AIRLINES HOLDINGS INC,United Airlines,UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),0,CAUCASIAN/WHITE,1,,black,,Brett,Hart,Oscar Munoz,Oscar Munoz,Brett Hart,0,Male,CEO,1,CEO,Executive Director,8/29/16,5/20/20,10/19/15,91103,0,1,31575,160071
394,110179,,VTR,549,VENTAS INC,,VENTAS INC (Vencor Inc prior to 04/1998),0,CAUCASIAN/WHITE,,,,,,,Debra Cafaro,Debra Cafaro,,,,,1,Chairman/CEO,Executive Director,11/2/10,C,,,,,32450,180625
395,20232,,KEYS,701,KEYSIGHT TECHNOLOGIES INC,,KEYSIGHT TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,Ron Nersesian,Ron Nersesian,,,,,1,Chairman/President/CEO,Executive Director,11/1/19,5/1/22,,,,,2163313,598783
396,1230,,ALK,10,ALASKA AIR GROUP INC,,ALASKA AIR GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Brad Tilden,Brad Tilden,,,,,1,Chairman/President/CEO,Executive Director,1/1/14,3/31/21,,,,,1273,220505
397,64768,,AMZN,18,AMAZON.COM INC,,AMAZON.COM INC,0,CAUCASIAN/WHITE,,,,,,,Jeff Bezos,Jeff Bezos,,,,,1,Chairman/President/CEO,Executive Director,10/1/00,7/5/21,,,,,1703,45136
398,29028,,COST,161,COSTCO WHOLESALE CORP,,COSTCO WHOLESALE CORP,0,CAUCASIAN/WHITE,,,,,,,W Jelinek,W Jelinek,,,,,1,President/CEO,Executive Director,1/1/12,2/2/22,,,,,8022,43701
399,4494,,EXPD,228,EXPEDITORS INTL WASH INC,,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,0,CAUCASIAN/WHITE,,,,,,,Jeff Musser,Jeff Musser,,,,,1,President/CEO,Executive Director,3/1/14,C,,,,,11401,452655
400,126296,,EXPE,614,EXPEDIA GROUP INC,,EXPEDIA GROUP INC (Expedia Inc prior to 03/2018),0,CAUCASIAN/WHITE,,,,,,,Barry Diller,Barry Diller,,,,,1,Chairman (Executive),Executive Director,8/9/05,C,,,,,770141,33328
401,121077,35,FFIV,231,F5 INC,F5 Networks,F5 INC (F5 Networks Inc prior to 11/2021),1,BLACK/AFRICAN AMERICAN,1,,black,,Fran_ois,Locoh-Donou,Francois Locoh-Donou,Francois Locoh-Donou,Fran_ois Locoh-Donou,0,Male,CEO,1,President/CEO,Executive Director,4/3/17,C,1/31/17,86964,0,0,11468,601275
402,12141,,MSFT,380,MICROSOFT CORP,,MICROSOFT CORP,1,INDIAN/SOUTH ASIAN,,,,,,,Satya Nadella,Satya Nadella,,,,,1,CEO,Executive Director,2/4/14,6/16/21,,,,,20601,499383
403,8253,,PCAR,420,PACCAR INC,,PACCAR INC,0,CAUCASIAN/WHITE,,,,,,,Mark Pigott,Mark Pigott,,,,,1,Chairman (Executive),Executive Director,4/27/14,C,,,,,23563,51632
403,8253,,PCAR,421,PACCAR INC,,PACCAR INC,0,CAUCASIAN/WHITE,,,,,,,R Feight,R Feight,,,,,1,CEO,Executive Director,7/1/19,C,,,,,23563,1526154
404,25434,,SBUX,504,STARBUCKS CORP,,STARBUCKS CORP,0,CAUCASIAN/WHITE,,,,,,,Kevin Johnson,Kevin Johnson,,,,,1,President/CEO,Executive Director,4/3/17,4/4/22,,,,,29093,31844
405,17874,,TMUS,,T-MOBILE US INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
406,11456,,WY,568,WEYERHAEUSER CO,,WEYERHAEUSER CO,0,CAUCASIAN/WHITE,,,,,,,Devin Stockfish,Devin Stockfish,,,,,1,President/CEO,Executive Director,1/1/19,C,,,,,33418,1266749
407,11554,,LNT,15,ALLIANT ENERGY CORP,,ALLIANT ENERGY CORP,0,CAUCASIAN/WHITE,,,,,,,John Larsen,John Larsen,,,,,1,Chair/President/CEO,Executive Director,7/1/19,2/27/23,,,,,1476,896820
408,23238,,ETSY,703,ETSY INC,,ETSY INC,0,CAUCASIAN/WHITE,,,,,,,Josh Silverman,Josh Silverman,,,,,1,President/CEO,Executive Director,5/3/17,C,,,,,2236759,765386
409,1891,,ADP,41,AUTOMATIC DATA PROCESSING,,AUTOMATIC DATA PROCESSING INC (ADP),1,HISPANIC/LATIN AMERICAN,,,,,,,Carlos Rodriguez,Carlos Rodriguez,,,,,1,President/CEO,Executive Director,11/8/11,1/1/22,,,,,3101,745222
410,8810,,PEG,451,PUBLIC SERVICE ENTRP GRP INC,,PUBLIC SERVICE ENTERPRISE GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Ralph Izzo,Doctor Ralph Izzo,,,,,1,Chairman/President/CEO,Executive Director,4/1/07,8/31/22,,,,,25378,204007
411,143356,,PRU,450,PRUDENTIAL FINANCIAL INC,,PRUDENTIAL FINANCIAL INC,0,CAUCASIAN/WHITE,,,,,,,Charlie Lowrey Jr,Charlie Lowrey Jr,,,,,1,Chairman/President/CEO,Executive Director,4/5/19,C,,,,,25332,885991
412,4885,,BEN,247,FRANKLIN RESOURCES INC,,FRANKLIN RESOURCES INC,0,CAUCASIAN/WHITE,,,,,,,Rupert Johnson Jr,Rupert Johnson Jr,,,,,1,Vice Chairman,Executive Director,12/1/99,C,,,,,12463,36572
413,16721,,EA,204,ELECTRONIC ARTS INC,,ELECTRONIC ARTS INC,0,CAUCASIAN/WHITE,,,,,,,Andrew Wilson,Andrew Wilson,,,,,1,CEO,Executive Director,9/17/13,8/12/21,,,,,10364,1207036
414,138743,,EQIX,212,EQUINIX INC,,EQUINIX INC,0,CAUCASIAN/WHITE,,,,,,,Peter Van Camp,Peter Van Camp,,,,,1,Chairman (Executive),Executive Director,9/12/18,C,,,,,10899,202552
414,138743,,EQIX,213,EQUINIX INC,,EQUINIX INC,0,CAUCASIAN/WHITE,,,,,,,Charles Meyers,Charles Meyers,,,,,1,President/CEO,Executive Director,9/12/18,C,,,,,10899,1089745
415,30293,,ESS,215,ESSEX PROPERTY TRUST,,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),0,CAUCASIAN/WHITE,,,,,,,Mike Schall,Mike Schall,,,,,1,President/CEO,Executive Director,1/1/11,3/31/23,,,,,11060,182075
416,24856,96,GILD,259,GILEAD SCIENCES INC,Gilead Sciences,GILEAD SCIENCES INC,0,CAUCASIAN/WHITE,0,,non-black,,Daniel,O¡¯Day,Daniel O'Day,Daniel O'Day,Daniel O¡¯Day,0,Male,CEO,1,Chairman/CEO,Executive Director,3/1/19,C,12/9/18,77274,0,0,13273,1015485
416,24856,247,GILD,259,GILEAD SCIENCES INC,Gilead Sciences,GILEAD SCIENCES INC,0,CAUCASIAN/WHITE,1,,black,,Robin,Washington,Daniel O'Day,Daniel O'Day,Robin Washington,1,Female,TMT,1,Chairman/CEO,Executive Director,3/1/19,C,4/21/08,77274,0,,13273,1015485
417,170617,,META,672,META PLATFORMS INC,,META PLATFORMS INC (Facebook Inc prior to 11/2021),0,CAUCASIAN/WHITE,,,,,,,Mark Zuckerberg,Mark Zuckerberg,,,,,1,Chairman/CEO,Executive Director,5/18/12,C,,,,,1820060,646335
