obs,1num,2num,tic,3num,3CompanyID,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,2ExecType,2director_name,2BE(Black?),*name,3ethnicity (from boardex),discrepancy_2.Bermiss_3.BoardEx,*ceo_race,*ceo_successor_race,2Female,2ceo_gender,*ceo_gender,*ceo_successor_gender,ceo_name_2020_changed,source_verifying discrepant ceo name,*ExecType,*BlackTMTnum,*BlackTMT?,2First,2Last,3RoleName,3DirectorName,3Seniority,3ceo?,3DateStartRole,3DateEndRole,*2020active,3DirectorID,2AnnDate,2permno,2Confounded,2Interim
401,305,,AMP,612,667645,AMERIPRISE FINANCIAL INC,,AMERIPRISE FINANCIAL INC,164708,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jim Cracchiolo,Executive Director,1,9/30/05,,Yes,33676,,,,
221,167,,WM,563,33114,WASTE MANAGEMENT INC,,WASTE MANAGEMENT INC,14477,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Fish Jr,Executive Director,1,11/10/16,,Yes,1119364,,,,
155,118,,CSX,164,8383,CSX CORP,,CSX CORP,2574,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Foote,Executive Director,1,12/22/17,9/26/22,Yes,331094,,,,
391,298,,F,243,12262,FORD MOTOR CO,,FORD MOTOR CO,4839,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Hackett,Executive Director,1,5/22/17,10/1/20,Yes,34156,,,,
230,174,,ES,401,22660,EVERSOURCE ENERGY,,EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),7970,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jim Judge,Executive Director,1,5/3/17,5/5/21,Yes,206005,,,,
253,193,,FTV,709,2482889,FORTIVE CORP,,FORTIVE CORP,26590,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Lico,Executive Director,1,7/2/16,,Yes,372492,,,,
319,246,,SWK,503,29065,STANLEY BLACK & DECKER INC,,STANLEY BLACK & DECKER INC,10016,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Loree,Executive Director,1,8/1/16,2/23/21,Yes,204774,,,,
33,21,,HST,288,15093,HOST HOTELS & RESORTS INC,,HOST HOTELS & RESORTS INC,7063,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Risoleo,Executive Director,1,1/1/17,,Yes,205949,,,,
225,170,,NEE,246,12407,NEXTERA ENERGY INC,,NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010),4517,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jim Robo,Executive Director,1,12/13/13,3/1/22,Yes,39031,,,,
280,218,,HRL,284,15070,HORMEL FOODS CORP,,HORMEL FOODS CORP,5709,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jim Snee,Executive Director,1,11/20/17,,Yes,806078,,,,
78,56,,NSC,395,22412,NORFOLK SOUTHERN CORP,,NORFOLK SOUTHERN CORP,7923,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Jim Squires,Executive Director,1,10/1/15,12/1/21,Yes,534106,,,,
615,465,,L,346,19065,LOEWS CORP,,LOEWS CORP,6781,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jim Tisch,Executive Director,1,1/1/99,,Yes,36800,,,,
285,223,,CAT,106,6052,CATERPILLAR INC,,CATERPILLAR INC,2817,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Jim Umpleby III,Executive Director,1,12/12/18,,Yes,1079119,,,,
161,123,,MOS,599,550358,MOSAIC CO,,MOSAIC CO,162129,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Joc O'Rourke,Executive Director,1,8/5/15,8/29/23,Yes,549793,,,,
284,222,,BAX,50,3684,BAXTER INTERNATIONAL INC,,BAXTER INTERNATIONAL INC,2086,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman/President/CEO,Joe Almeida,Executive Director,1,1/1/16,,Yes,327852,,,,
51,36,,ALGN,14,1384,ALIGN TECHNOLOGY INC,,ALIGN TECHNOLOGY INC,141384,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Joe Hogan,Executive Director,1,6/1/15,,Yes,32461,,,,
505,388,,LKQ,593,463860,LKQ CORP,,LKQ CORPORATION INC,155394,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Joe Holsten,Executive Director,1,3/6/17,5/10/22,Yes,345185,,,,
64,47,,EXR,602,600874,EXTRA SPACE STORAGE INC,,EXTRA SPACE STORAGE INC,160479,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Joe Margolis,Executive Director,1,5/18/17,,Yes,375394,,,,
442,333,,PSA,453,25380,PUBLIC STORAGE,,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),10096,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Joe Russell Jr,Executive Director,1,1/1/19,,Yes,270150,,,,
434,327,,ARE,11,1354,ALEXANDRIA R E EQUITIES INC,,ALEXANDRIA REAL ESTATE EQUITIES INC,64821,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Joel Marcus,Executive Director,1,4/23/18,,Yes,182964,,,,
358,275,,MTCH,541,32019,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),26061,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,CEO,Joey Levin,Executive Director,1,6/24/15,6/30/20,Yes,641282,,,,
73,53,,ICE,668,1806144,INTERCONTINENTAL EXCHANGE,,CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999),163610,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Joey St-Aubin,Executive Director,1,3/6/09,,Yes,1194094,,,,
344,264,,ATO,40,2963,ATMOS ENERGY CORP,,ATMOS ENERGY CORP,4383,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,John Akers,Executive Director,1,10/1/19,,Yes,806085,,,,
235,178,,PG,631,1027070,PROCTER & GAMBLE CO,,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),8762,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),John Begeman,Executive Director,1,6/25/15,4/7/21,Yes,441971,,,,
158,120,,REG,666,1792078,REGENCY CENTERS CORP,,REGULUS RESOURCES INC,29099,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,John Black,Executive Director,1,9/30/14,,Yes,1061422,,,,
266,205,,CTLT,698,2129696,CATALENT INC,,CATALENT INC,20228,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,John Chiminski,Executive Director,1,2/13/19,7/1/22,Yes,1047323,,,,
199,147,,APA,33,2307,APA CORP,,APA CORP (Apache Corp prior to 03/2021),1678,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,John Christmann IV,Executive Director,1,1/20/15,1/1/24,Yes,535064,,,,
243,184,,BALL,49,3439,BALL CORP,,BALL CORP,1988,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,John Hayes,Executive Director,1,4/24/13,1/1/21,Yes,456592,,,,
610,461,,HES,23,1970,HESS CORP,,HESS CORP (Amerada Hess prior to 05/2006),1380,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,John Hess,Executive Director,1,5/16/13,,Yes,64947,,,,
528,407,,LNT,15,1476,ALLIANT ENERGY CORP,,ALLIANT ENERGY CORP,11554,0,,,,Albert Bourla,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chair/President/CEO,John Larsen,Executive Director,1,7/1/19,2/27/23,Yes,896820,,,,
143,110,,TYL,527,31558,TYLER TECHNOLOGIES INC,,TYLER TECHNOLOGIES INC,10789,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),John Marr Jr,Executive Director,1,5/10/18,,Yes,325222,,,,
194,144,,DE,177,8886,DEERE & CO,,DEERE & CO,3835,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,John May,Executive Director,1,11/4/19,5/1/20,Yes,1070838,,,,
598,457,,ED,147,7705,CONSOLIDATED EDISON INC,,CONSOLIDATED EDISON INC,3413,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,John McAvoy,Executive Director,1,5/12/14,12/29/20,Yes,1074910,,,,
374,287,,SHW,492,27786,SHERWIN-WILLIAMS CO,,SHERWIN-WILLIAMS CO,9667,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,John Morikis,Executive Director,1,3/1/19,3/12/21,Yes,60662,,,,
7,4,,JBHT,291,15223,HUNT (JB) TRANSPRT SVCS INC,,HUNT(J.B.)TRANSPORT SERVICES INC,5783,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,John Roberts III,Executive Director,1,1/1/11,8/1/22,Yes,497950,,,,
196,145,,RF,597,550049,REGIONS FINANCIAL CORP,,REGIONS FINANCIAL CORP,4674,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,John Turner Jr,Executive Director,1,7/2/18,,Yes,488345,,,,
11,7,,TSN,529,31563,TYSON FOODS INC -CL A,,TYSON FOODS INC,10793,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),John Tyson,Executive Director,1,11/17/11,,Yes,140460,,,,
404,307,,CHRW,120,6438,C H ROBINSON WORLDWIDE INC,,CH ROBINSON WORLDWIDE INC,65609,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman,John Wiehoff,Executive Director,1,5/9/19,5/7/20,Yes,67247,,,,
627,475,,OMC,409,23113,OMNICOM GROUP INC,,OMNICOM GROUP INC,4066,0,,,,Patrice Louvet,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,John Wren III,Executive Director,1,5/22/18,,Yes,35509,,,,
616,465,,L,348,19065,LOEWS CORP,,LOEWS CORP,6781,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Co-Chairman,Jon Tisch,Executive Director,1,1/10/06,,Yes,36825,,,,
367,281,,IDXX,294,15486,IDEXX LABS INC,,IDEXX LABORATORIES INC,24197,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Jonathan Mazelsky,Executive Director,1,10/23/19,,Yes,1254756,,,,
529,408,,ETSY,703,2236759,ETSY INC,,ETSY INC,23238,0,,,,Patrice Louvet,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Josh Silverman,Executive Director,1,5/3/17,,Yes,765386,,,,
492,376,,ADM,38,2490,ARCHER-DANIELS-MIDLAND CO,,ARCHER-DANIELS-MIDLAND CO,1722,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman/President/CEO,Juan Luciano,Executive Director,1,1/1/16,,Yes,890753,,,,
138,106,,MU,378,20589,MICRON TECHNOLOGY INC,,MICRON TECHNOLOGY INC,7343,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Chairman/Regional VP,K Hsu,Executive Director,1,8/1/15,1/1/21,Yes,2554735,,,,
98,73,,NOC,398,22521,NORTHROP GRUMMAN CORP,,NORTHROP GRUMMAN CORP,7985,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chair/President/CEO,Kathy Warden,Executive Director,1,8/1/19,,Yes,1255302,,,,
394,300,,MAS,360,19758,MASCO CORP,,MASCO CORP,7085,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Keith Allman,Executive Director,1,2/14/14,,Yes,1135450,,,,
56,40,,ON,410,23134,ON SEMICONDUCTOR CORP,,ON SEMICONDUCTOR CORP,134932,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Keith Jackson,Executive Director,1,11/19/02,12/7/20,Yes,200418,,,,
607,459,,FOXA,723,3010375,FOX CORP,,FOX CORP,34636,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman,Keith Murdoch,Executive Director,1,3/19/19,11/17/23,Yes,4799,,,,
49,34,,TFC,53,3718,TRUIST FINANCIAL CORP,,TRUIST FINANCIAL CORP (BB&T Corp prior to 12/2019),11856,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Kelly King,Executive Director,1,12/20/16,9/12/21,Yes,39271,,,,
469,356,,FTNT,648,1606380,FORTINET INC,,FORTINET INC,183377,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,Chairman/CEO,Ken Xie,Executive Director,1,11/11/13,,Yes,1055310,,,,
546,421,,DVA,174,8783,DAVITA INC,,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),61483,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,Chairman (Executive),Kent Thiry,Executive Director,1,6/1/19,6/1/20,Yes,71242,,,,
399,303,,WEC,572,33607,WEC ENERGY GROUP INC,,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),11550,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Kevin Fletcher,Executive Director,1,2/1/19,2/1/22,Yes,885203,,,,
525,404,,SBUX,504,29093,STARBUCKS CORP,,STARBUCKS CORP,25434,0,,,,Jane Fraser,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Kevin Johnson,Executive Director,1,4/3/17,4/4/22,Yes,31844,,,,
252,192,,SYK,506,29405,STRYKER CORP,,STRYKER CORP,10115,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Chair/CEO,Kevin Lobo,Executive Director,1,8/1/18,10/1/21,Yes,1117420,,,,
267,206,,DXCM,591,373917,DEXCOM INC,,DEXCOM INC,162887,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Kevin Sayer,Executive Director,1,7/30/18,,Yes,346517,,,,
396,301,,AOS,497,28304,SMITH (A.O.),,SMITH (AO) CORP,9771,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Kevin Wheeler,Executive Director,1,9/1/18,5/1/20,Yes,1302544,,,,
343,264,,ATO,39,2963,ATMOS ENERGY CORP,,ATMOS ENERGY CORP,4383,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,TMT,,,,,Chairman (Executive),Kim Cocklin,Executive Director,1,10/1/17,11/23/20,Yes,328716,,,,
608,459,,FOXA,725,3010375,FOX CORP,,FOX CORP,34636,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chair (Executive)/CEO,Lachlan Murdoch,Executive Director,1,3/19/19,,Yes,15156,,,,
560,434,,GE,254,12986,GENERAL ELECTRIC CO,,GENERAL ELECTRIC CO,5047,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Larry Culp Jr,Executive Director,1,9/30/18,,Yes,36907,,,,
593,453,,BLK,83,4584,BLACKROCK INC,,BLACKROCK INC,124434,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Larry Fink,Executive Director,1,1/1/98,,Yes,140463,,,,
142,109,,GL,526,30937,GLOBE LIFE INC,,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),10614,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Co-Chairman/Co-CEO,Larry Hutchison,Executive Director,1,4/24/14,12/31/22,Yes,58946,,,,
276,214,,CVS,168,8468,CVS HEALTH CORP,,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),7241,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Larry Merlo,Executive Director,1,3/1/11,2/1/21,Yes,45626,,,,
130,100,,ROP,477,26544,ROPER TECHNOLOGIES INC,,ROPER TECHNOLOGIES INC (Roper Industries Inc prior to 04/2015),24925,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Laurence Hunn,Executive Director,1,9/19/18,,Yes,796522,,,,
13,8,,MKC,363,19939,MCCORMICK & CO INC,,MCCORMICK & CO INC,7146,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Lawrence Kurzius,Executive Director,1,1/31/17,6/1/22,Yes,481697,,,,
255,195,,BF.B,93,5210,BROWN FORMAN CORP,,BROWN FORMAN CORP,2435,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Lawson Whiting,Executive Director,1,3/28/19,,Yes,1113025,,,,
212,158,,MRO,542,32067,MARATHON OIL CORP,,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),7017,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Lee Tillman,Executive Director,1,2/1/19,,Yes,1314672,,,,
340,261,,BBWI,340,18892,BATH & BODY WORKS INC,,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),6733,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Leslie Wexner,Executive Director,1,1/1/02,5/14/20,Yes,53436,,,,
177,134,,SWKS,17,1573,SKYWORKS SOLUTIONS INC,,SKYWORKS SOLUTIONS INC (Alpha Industries prior to 6/2002),1327,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Liam Griffin,Executive Director,1,5/11/16,5/13/21,Yes,327486,,,,
110,84,,TFX,515,30265,TELEFLEX INC,,TELEFLEX INC,10407,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Liam Kelly,Executive Director,1,5/4/18,5/1/20,Yes,1115309,,,,
466,353,,CDNS,97,5480,CADENCE DESIGN SYSTEMS INC,,CADENCE DESIGN SYSTEMS INC,13421,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,CEO,Lip-Bu Tan,Executive Director,1,11/16/17,12/15/21,Yes,182411,,,,
200,148,,BKR,48,3415,BAKER HUGHES CO,,BAKER HUGHES CO (Baker Hughes a GE Co prior to 10/2019),32106,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Lorenzo Simonelli,Executive Director,1,10/2/17,,Yes,641184,,,,
43,29,,DUK,623,867887,DUKE ENERGY CORP,,DUKE ENERGY CORP,4093,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Lynn Good,Executive Director,1,1/1/16,,Yes,204347,,,,
631,479,,PVH,430,24356,PVH CORP,,PVH CORP,8551,0,,,,Paul Cormier,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Manny Chirico,Executive Director,1,6/19/07,2/1/21,Yes,207452,,,,
635,481,,SLG,495,28228,SL GREEN REALTY CORP,,SL GREEN REALTY CORP,65290,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Marc Holliday,Executive Director,1,1/1/19,12/31/23,Yes,181802,,,,
68,50,,EFX,649,1630130,EQUIFAX INC,,ENERFLEX LTD,4423,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Marc Rossiter,Executive Director,1,5/3/19,,Yes,1385042,,,,
306,239,,SYF,699,2129744,SYNCHRONY FINANCIAL,,SYNCHRONY FINANCIAL,20686,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Margaret Keane,Executive Director,1,5/2/19,4/1/21,Yes,1111132,,,,
67,50,,EFX,211,10896,EQUIFAX INC,,EQUIFAX INC,4423,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Mark Begor,Executive Director,1,4/16/18,,Yes,202312,,,,
369,283,,CPB,98,5620,CAMPBELL SOUP CO,,CAMPBELL SOUP CO,2663,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mark Clouse,Executive Director,1,1/22/19,,Yes,1122227,,,,
39,26,,EMN,196,9940,EASTMAN CHEMICAL CO,,EASTMAN CHEMICAL CO,29392,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chair/CEO,Mark Costa,Executive Director,1,6/30/14,,Yes,534777,,,,
421,316,,BSX,640,1264297,BOSTON SCIENTIFIC CORP,,BELO SUN MINING CORP (Verena Minerals Corp prior to 07/2010),25279,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Mark Eaton,Executive Director,1,8/15/14,,Yes,730965,,,,
541,417,,META,708,2429185,META PLATFORMS INC,,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),170617,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Mark Goliger,Executive Director,1,9/10/18,11/18/20,Yes,2127717,,,,
430,324,,TER,517,30437,TERADYNE INC,,TERADYNE INC,10453,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mark Jagiela,Executive Director,1,2/1/14,7/1/22,Yes,488571,,,,
293,229,,PKG,422,23635,PACKAGING CORP OF AMERICA,,PACKAGING CORP OF AMERICA,128978,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mark Kowlzan,Executive Director,1,1/1/16,,Yes,205273,,,,
500,383,,EQR,214,10928,EQUITY RESIDENTIAL,,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),28733,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mark Parrell,Executive Director,1,12/31/18,,Yes,552575,,,,
523,403,,PCAR,420,23563,PACCAR INC,,PACCAR INC,8253,0,,,,Charles Scharf,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Mark Pigott,Executive Director,1,4/27/14,,Yes,51632,,,,
109,83,,SJM,499,28325,SMUCKER (JM) CO,,J. M. SMUCKER CO (THE),9777,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Mark Smucker,Executive Director,1,5/1/16,8/17/22,Yes,548682,,,,
332,254,,IP,307,16569,INTL PAPER CO,,INTERNATIONAL PAPER CO,6104,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mark Sutton,Executive Director,1,1/1/15,,Yes,621903,,,,
540,417,,META,672,1820060,META PLATFORMS INC,,META PLATFORMS INC (Facebook Inc prior to 11/2021),170617,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Mark Zuckerberg,Executive Director,1,5/18/12,,Yes,646335,,,,
254,194,,PAYX,424,23945,PAYCHEX INC,,PAYCHEX INC,8402,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Martin Mucci,Executive Director,1,10/14/10,12/1/21,Yes,39151,,,,
74,54,,IVZ,29,2129,INVESCO LTD,,INVESCO LTD (Invesco PLC prior to 12/2007),29804,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Marty Flanagan,Executive Director,1,8/1/05,6/30/23,Yes,36584,,,,
107,82,,MPC,645,1604377,MARATHON PETROLEUM CORP,,MADISON PACIFIC PROPERTIES INC,186989,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Marvin Haasen,Executive Director,1,11/1/12,7/17/23,Yes,2121957,,,,
167,127,,ULTA,595,465379,ULTA BEAUTY INC,,ULTA BEAUTY INC (Ulta Salon Cosmetics & Fragrance Inc prior to 01/2017),178704,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Mary Dillon,Executive Director,1,7/1/13,6/2/21,Yes,487099,,,,
222,167,,WM,613,742530,WASTE MANAGEMENT INC,,WALLBRIDGE MINING CO LTD,14477,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Marz Kord-Gharachorloo,Executive Director,1,4/25/12,10/10/23,Yes,1061537,,,,
180,137,,WYNN,589,136226,WYNN RESORTS LTD,,WYNN RESORTS LTD,149318,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Matt Maddox,Executive Director,1,5/29/19,1/31/22,Yes,488858,,,,
400,304,,CHD,124,6779,CHURCH & DWIGHT INC,,CHURCH & DWIGHT CO INC,3026,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Matthew Farrell,Executive Director,1,5/2/19,,Yes,336620,,,,
214,160,,NRG,400,22626,NRG ENERGY INC,,NRG ENERGY INC,135990,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,President/CEO,Mauricio Gutierrez,Executive Director,1,1/4/16,11/17/23,Yes,598675,,,,
263,203,,PPG,440,24887,PPG INDUSTRIES INC,,PPG INDUSTRIES INC,8247,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Michael McGarry,Executive Director,1,9/1/16,1/1/23,Yes,624113,,,,
647,492,,CNC,112,6261,CENTENE CORP,,CENTENE CORP,145552,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Michael Neidorff,Executive Director,1,4/23/19,9/7/21,Yes,201946,,,,
441,332,,LYV,615,814633,LIVE NATION ENTERTAINMENT,,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),165746,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Michael Rapino,Executive Director,1,1/1/18,,Yes,551171,,,,
612,463,,IPG,303,16427,INTERPUBLIC GROUP OF COS,,INTERPUBLIC GROUP OF COMPANIES INC,6136,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Michael Roth,Executive Director,1,1/19/05,1/1/21,Yes,48701,,,,
543,418,,RHI,471,26429,ROBERT HALF INTL INC,,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),2312,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Vice Chairman/CEO/President,Michael Waddell,Executive Director,1,12/15/19,,Yes,81587,,,,
619,467,,MET,369,20426,METLIFE INC,,METLIFE INC,133768,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,,,,,,President/CEO,Michel Khalaf,Executive Director,1,5/1/19,,Yes,1135745,,,,
419,315,,BIIB,592,440155,BIOGEN INC,,BIOGEN INC (Biogen Idec Inc prior to 03/2015),24468,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Michel Vounatsos,Executive Director,1,1/6/17,11/14/22,Yes,1694109,,,,
178,135,,HSY,277,14714,HERSHEY CO,,HERSHEY CO (THE),5597,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Michele Buck,Executive Director,1,10/11/19,,Yes,485170,,,,
