obs,1num,tic,1conm_x,gvkey,1ceo_minority,new_director_source,new_director_name,2director_race(black),2num,2Company,2AnnDate,2permno,TMT_verify_link(Manual Check),*TMT_Active_in_2020_afterMay26(Manual Check),CrossVerify_2role_type,2Confounded,2Interim,2gender(female?),blackTMT?,Num_Black_TMT,EverHad_Black_TMT,3num,3CompanyID,3DirectorID,3CompanyName,3RoleName,1ethnicity (from boardex),3DateStartRole,3DateEndRole,3Seniority,Director_EverBeen_CEO?,3Director_Active_in_2020_afterMay26
98,142,BRK.B,BERKSHIRE HATHAWAY,2176,0,3BoardEx,Charlie Munger,,,,,,,Yes,,,,,,0,0,65,4080,40751,BERKSHIRE HATHAWAY INC,Vice Chairman,CAUCASIAN/WHITE,1/1/78,11/28/23,Executive Director,0,Yes
99,448,WFC,WELLS FARGO & CO,8007,0,3BoardEx,Charlie Scharf,1,205,Wells Fargo,10/16/14,38703,,,TMT,1,,1,1,2,1,565,33264,33951,WELLS FARGO & CO,President/CEO,CAUCASIAN/WHITE,10/21/19,,Executive Director,1,Yes
100,448,WFC,WELLS FARGO & CO,8007,0,3BoardEx,Charlie Scharf,1,197,Wells Fargo,5/14/12,38703,,,TMT,0,,1,1,2,1,565,33264,33951,WELLS FARGO & CO,President/CEO,CAUCASIAN/WHITE,10/21/19,,Executive Director,1,Yes
101,384,EXC,EXELON CORP,8539,0,3BoardEx,Chris Crane,1,175,Exelon,10/2/01,21776,,,TMT,1,,0,1,1,1,225,11376,534954,EXELON CORP,President/CEO,CAUCASIAN/WHITE,3/12/12,10/17/22,Executive Director,1,Yes
102,389,MCD,MCDONALD'S CORP,7154,0,3BoardEx,Chris Kempczinski,1,50,McDonald_¡_¯s,1/11/10,43449,,Yes,CEO,1,0,0,1,2,1,365,19944,1381393,MCDONALD'S CORP,President/CEO,CAUCASIAN/WHITE,11/1/19,,Executive Director,1,Yes
103,389,MCD,MCDONALD'S CORP,7154,0,3BoardEx,Chris Kempczinski,1,212,McDonald_¡_¯s,9/28/98,43449,,,TMT,0,,0,1,2,1,365,19944,1381393,MCDONALD'S CORP,President/CEO,CAUCASIAN/WHITE,11/1/19,,Executive Director,1,Yes
104,96,LHX,L3HARRIS TECHNOLOGIES INC,5492,0,3BoardEx,Chris Kubasik,,,,,,,Yes,,,,,,0,0,267,14355,34826,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),Vice Chairman/President/COO,CAUCASIAN/WHITE,6/29/19,6/29/21,Executive Director,0,Yes
105,224,CDW,CDW CORP,28320,0,3BoardEx,Chris Leahy,,,,,,,Yes,,,,,,0,0,679,1961452,452866,CDW CORP,President/CEO,CAUCASIAN/WHITE,1/1/19,1/5/23,Executive Director,1,Yes
106,71,HLT,HILTON WORLDWIDE HOLDINGS,5643,0,3BoardEx,Chris Nassetta,,,,,,,Yes,,,,,,0,0,693,2022926,180239,HILTON WORLDWIDE HOLDINGS INC,President/CEO,CAUCASIAN/WHITE,12/12/13,,Executive Director,1,Yes
107,244,HIG,HARTFORD FINANCIAL SERVICES,61739,0,3BoardEx,Chris Swift,,,,,,,Yes,,,,,,0,0,269,14372,1073631,HARTFORD FINANCIAL SERVICES GROUP INC,Chairman/CEO,CAUCASIAN/WHITE,1/5/15,,Executive Director,1,Yes
108,60,SO,SOUTHERN CO,9850,0,2Bermiss,Christopher Womack,1,123,Georgia Power,5/26/21,18411,,Yes,CEO,0,0,0,1,2,1,501,28665,325858,SOUTHERN CO,Chairman/President/CEO,CAUCASIAN/WHITE,12/1/10,3/31/23,Executive Director,1,Yes
109,60,SO,SOUTHERN CO,9850,0,2Bermiss,Christopher Womack,1,256,Southern Company,12/22/08,18411,,,TMT,0,,0,1,2,1,501,28665,325858,SOUTHERN CO,Chairman/President/CEO,CAUCASIAN/WHITE,12/1/10,3/31/23,Executive Director,1,Yes
110,141,FE,FIRSTENERGY CORP,8099,0,3BoardEx,Chuck Jones Jr,,,,,,,No,,,,,,0,0,236,11964,621318,FIRSTENERGY CORP,President/CEO,CAUCASIAN/WHITE,1/1/15,5/24/20,Executive Director,1,No
111,354,CSCO,CISCO SYSTEMS INC,20779,0,3BoardEx,Chuck Robbins,,,,,,,Yes,,,,,,0,0,130,6908,536628,CISCO SYSTEMS INC,Chair/CEO,CAUCASIAN/WHITE,12/11/17,,Executive Director,1,Yes
112,101,SCHW,SCHWAB (CHARLES) CORP,13988,0,3BoardEx,Chuck Schwab Jr,,,,,,,Yes,,,,,,0,0,487,27292,957,CHARLES SCHWAB CORP,Chairman (Executive),CAUCASIAN/WHITE,10/1/08,7/27/22,Executive Director,0,Yes
113,219,DRI,DARDEN RESTAURANTS INC,31846,0,2Bermiss,Clarence Otis,1,41,Darden Restaurants,8/12/04,81655,,Yes,CEO,1,0,0,,1,1,173,8697,200799,DARDEN RESTAURANTS INC,President/CEO,CAUCASIAN/WHITE,2/22/15,1/4/21,Executive Director,1,Yes
114,159,NOV,NOV INC,63892,0,3BoardEx,Clay Williams,,,,,,,Yes,,,,,,0,0,389,21553,207048,NOV INC (National Oilwell Varco Inc prior to 01/2021),Chairman/President/CEO,CAUCASIAN/WHITE,5/30/14,,Executive Director,1,Yes
115,121,ZTS,ZOETIS INC,13721,0,2Bermiss,Clinton Lewis,1,206,Zoetis,5/7/15,13788,,,TMT,1,,0,1,1,1,,,,,,CAUCASIAN/WHITE,,,,0,No
116,139,KIM,KIMCO REALTY CORP,24731,0,3BoardEx,Conor Flynn,,,,,,,Yes,,,,,,0,0,325,17915,888666,KIMCO REALTY CORP,CEO,CAUCASIAN/WHITE,2/27/17,,Executive Director,1,Yes
117,306,BBY,BEST BUY CO INC,2184,0,3BoardEx,Corie Barry,0,60,Best Buy,2/25/02,85914,,Yes,CEO,0,0,0,,0,0,77,4118,1713009,BEST BUY CO INC,CEO,CAUCASIAN/WHITE,6/11/19,,Executive Director,1,Yes
118,14,HD,HOME DEPOT INC,5680,0,3BoardEx,Craig Menear,1,172,Home Depot,1/19/16,66181,,,TMT,0,,1,1,3,1,281,14982,536170,HOME DEPOT INC,Chairman/President/CEO,CAUCASIAN/WHITE,2/2/15,10/5/20,Executive Director,1,Yes
119,14,HD,HOME DEPOT INC,5680,0,3BoardEx,Craig Menear,1,183,Home Depot,8/25/08,66181,,,TMT,1,,0,1,3,1,281,14982,536170,HOME DEPOT INC,Chairman/President/CEO,CAUCASIAN/WHITE,2/2/15,10/5/20,Executive Director,1,Yes
120,14,HD,HOME DEPOT INC,5680,0,3BoardEx,Craig Menear,1,257,Home Depot,10/7/11,66181,,,TMT,0,,1,1,3,1,281,14982,536170,HOME DEPOT INC,Chairman/President/CEO,CAUCASIAN/WHITE,2/2/15,10/5/20,Executive Director,1,Yes
121,85,CERN,CERNER CORP,12850,0,3BoardEx,D Shafer,,,,,,,Yes,,,,,,0,0,117,6375,1370253,CERNER CORP (De-listed 06/2022),Chairman/CEO,PREFER NOT TO DISCLOSE,2/1/18,10/1/21,Executive Director,1,Yes
122,270,INVH,INVITATION HOMES INC,30004,0,3BoardEx,Dallas Tanner,,,,,,,Yes,,,,,,0,0,711,2607907,1862251,INVITATION HOMES INC,President/CEO,CAUCASIAN/WHITE,1/16/19,3/1/23,Executive Director,1,Yes
123,225,CF,CF INDUSTRIES HOLDINGS INC,163946,0,3BoardEx,Dan Daviau,,,,,,,Yes,,,,,,0,0,605,603809,1131095,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),President/CEO,CAUCASIAN/WHITE,10/1/15,,Executive Director,1,Yes
124,152,CTRA,COTERRA ENERGY INC,20548,0,3BoardEx,Dan Dinges,,,,,,,Yes,,,,,,0,0,96,5465,202913,COTERRA ENERGY INC (Cabot Oil & Gas Corp prior to 10/2021),Chairman/President/CEO,CAUCASIAN/WHITE,5/2/02,10/1/21,Executive Director,1,Yes
125,114,FAST,FASTENAL CO,14225,0,3BoardEx,Dan Florness,,,,,,,Yes,,,,,,0,0,233,11608,70422,FASTENAL CO,President/CEO,CAUCASIAN/WHITE,1/1/16,,Executive Director,1,Yes
126,469,MMC,MARSH & MCLENNAN COS,7065,0,3BoardEx,Dan Glaser,0,144,Marsh & McLennan,11/18/21,45751,,Yes,CEO,0,0,0,,0,0,357,19713,592845,MARSH & MCLENNAN COMPANIES INC,President/CEO,CAUCASIAN/WHITE,1/1/13,12/31/22,Executive Director,1,Yes
127,68,PFG,PRINCIPAL FINANCIAL GRP INC,145701,0,3BoardEx,Dan Houston,,,,,,,Yes,,,,,,0,0,445,25087,333969,PRINCIPAL FINANCIAL GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,5/17/16,,Executive Director,1,Yes
128,369,PYPL,PAYPAL HOLDINGS INC,24616,0,3BoardEx,Dan Schulman,,,,,,,Yes,,,,,,0,0,705,2308850,54611,PAYPAL HOLDINGS INC,President/CEO,CAUCASIAN/WHITE,7/17/15,9/27/23,Executive Director,1,Yes
129,308,GIS,GENERAL MILLS INC,5071,0,3BoardEx,Daniel O'Day,0,82,General Mills,5/3/17,17144,,Yes,CEO,0,0,0,1,2,1,260,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
130,308,GIS,GENERAL MILLS INC,5071,0,3BoardEx,Daniel O'Day,1,161,General Mills,5/3/05,17144,,,TMT,1,,0,1,2,1,260,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
131,308,GIS,GENERAL MILLS INC,5071,0,3BoardEx,Daniel O'Day,1,162,General Mills,5/4/06,17144,,,TMT,1,,0,1,2,1,260,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
132,416,GILD,GILEAD SCIENCES INC,24856,0,3BoardEx,Daniel O'Day,0,95,Gilead Sciences,12/9/18,77274,,Yes,CEO,0,0,0,1,1,1,259,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
133,416,GILD,GILEAD SCIENCES INC,24856,0,3BoardEx,Daniel O'Day,1,246,Gilead Sciences,4/21/08,77274,,,TMT,0,,1,1,1,1,259,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
134,416,GILD,GILEAD SCIENCES INC,24856,0,2Bermiss,Daniel O_¡_¯Day,0,95,Gilead Sciences,12/9/18,77274,,Yes,CEO,0,0,0,1,1,1,259,13273,1015485,GILEAD SCIENCES INC,Chairman/CEO,CAUCASIAN/WHITE,3/1/19,,Executive Director,1,Yes
135,30,HON,HONEYWELL INTERNATIONAL INC,1300,0,3BoardEx,Darius Adamczyk,,,,,,,Yes,,,,,,0,0,283,15029,1205682,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),Chairman/CEO,CAUCASIAN/WHITE,4/23/18,6/1/23,Executive Director,1,Yes
136,242,XRX,XEROX HOLDINGS CORP,11636,0,2Bermiss,Darrell Ford,1,186,Xerox,11/2/15,27983,,,TMT,0,,0,1,5,1,573,33850,1117881,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),Vice Chairman/CEO,CAUCASIAN/WHITE,5/14/18,6/28/22,Executive Director,1,Yes
137,277,T,AT&T INC,9899,0,3BoardEx,Darren Entwistle,1,190,AT&T,2/12/99,66093,,,TMT,1,,1,1,2,1,516,30372,336808,TELUS CORP,President/CEO,CAUCASIAN/WHITE,8/10/15,,Executive Director,1,Yes
138,277,T,AT&T INC,9899,0,3BoardEx,Darren Entwistle,1,253,AT&T,10/12/17,66093,,,TMT,0,,0,1,2,1,516,30372,336808,TELUS CORP,President/CEO,CAUCASIAN/WHITE,8/10/15,,Executive Director,1,Yes
139,279,XOM,EXXON MOBIL CORP,4503,0,3BoardEx,Darren Woods,,,,,,,Yes,,,,,,0,0,229,11430,1253894,EXXON MOBIL CORP,Chairman/CEO,CAUCASIAN/WHITE,1/1/17,,Executive Director,1,Yes
140,63,JKHY,HENRY (JACK) & ASSOCIATES,11811,0,3BoardEx,Dave Foss,,,,,,,Yes,,,,,,0,0,272,14668,836736,JACK HENRY & ASSOCIATES INC,President/CEO,CAUCASIAN/WHITE,7/1/17,7/1/21,Executive Director,1,Yes
141,24,DVN,DEVON ENERGY CORP,14934,0,3BoardEx,Dave Hager,,,,,,,Yes,,,,,,0,0,180,9103,62347,DEVON ENERGY CORP,President/CEO,CAUCASIAN/WHITE,6/8/16,1/7/21,Executive Director,1,Yes
142,6,LH,LABORATORY CP OF AMER HLDGS,14960,0,3BoardEx,Dave King,,,,,,,No,,,,,,0,0,331,18319,205961,LABORATORY CORP OF AMERICA HLDGS (LABCORP),Chairman (Executive),CAUCASIAN/WHITE,10/31/19,5/13/20,Executive Director,0,No
143,250,LLY,LILLY (ELI) & CO,6730,0,3BoardEx,Dave Ricks,1,228,Eli Lilly,12/18/09,50876,,,TMT,0,,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
144,250,LLY,LILLY (ELI) & CO,6730,0,3BoardEx,Dave Ricks,1,229,Eli Lilly,2/23/06,50876,,,TMT,1,,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
145,250,LLY,LILLY (ELI) & CO,6730,0,3BoardEx,Dave Ricks,1,47,Eli Lilly and Co.,5/6/13,50876,,Yes,CEO,1,1,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
146,310,UNH,UNITEDHEALTH GROUP INC,10903,0,3BoardEx,Dave Wichmann,1,241,UnitedHealth Group,9/16/00,92655,,,TMT,0,,0,1,1,1,544,32107,333999,UNITEDHEALTH GROUP INC,CEO,CAUCASIAN/WHITE,9/1/17,2/4/21,Executive Director,1,Yes
147,61,UPS,UNITED PARCEL SERVICE INC,10920,0,3BoardEx,David Abney,0,74,United Parcel Service,8/16/01,87447,,Yes,CEO,0,0,0,,0,0,545,32137,41806,UNITED PARCEL SERVICE (UPS) INC,Chairman/CEO,CAUCASIAN/WHITE,2/10/16,6/1/20,Executive Director,1,Yes
148,2,ODFL,OLD DOMINION FREIGHT,24617,0,3BoardEx,David Congdon,,,,,,,Yes,,,,,,0,0,407,23040,272632,OLD DOMINION FREIGHT LINE INC,Chairman (Executive),CAUCASIAN/WHITE,5/16/18,,Executive Director,0,Yes
149,243,CI,CIGNA CORP,2547,0,3BoardEx,David Cordani,1,239,Cigna,2/23/17,64186,,,TMT,1,,0,1,2,1,125,6837,486024,THE CIGNA GROUP (Cigna Corp prior to 02/2023),President/CEO,CAUCASIAN/WHITE,12/25/09,1/1/22,Executive Director,1,Yes
150,243,CI,CIGNA CORP,2547,0,3BoardEx,David Cordani,1,204,Cigna,5/25/10,64186,,,TMT,0,,1,1,2,1,125,6837,486024,THE CIGNA GROUP (Cigna Corp prior to 02/2023),President/CEO,CAUCASIAN/WHITE,12/25/09,1/1/22,Executive Director,1,Yes
151,493,EMR,EMERSON ELECTRIC CO,4321,0,3BoardEx,David Farr,,,,,,,Yes,,,,,,0,0,206,10535,35223,EMERSON ELECTRIC CO,Chairman/CEO,CAUCASIAN/WHITE,10/5/10,2/5/21,Executive Director,1,Yes
152,258,CTXS,CITRIX SYSTEMS INC,61676,0,3BoardEx,David Henshall,,,,,,,Yes,,,,,,0,0,134,6959,205153,CITRIX SYSTEMS INC (De-listed 09/2022),President/CEO,CAUCASIAN/WHITE,7/10/17,10/1/21,Executive Director,1,Yes
153,225,CF,CF INDUSTRIES HOLDINGS INC,163946,0,3BoardEx,David Kassie,,,,,,,Yes,,,,,,0,0,604,603809,331091,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),Chairman (Executive),CAUCASIAN/WHITE,10/1/15,,Executive Director,0,Yes
154,473,NLSN,NIELSEN HOLDINGS PLC,100873,0,3BoardEx,David Kenny,1,200,Nielsen Holdings plc,2/24/14,12542,,,TMT,1,,0,1,1,1,659,1684303,140602,NIELSEN HOLDINGS PLC (Nielsen NV prior to 08/2015) (De-listed 10/2022),CEO/Chief Diversity Officer,CAUCASIAN/WHITE,1/1/19,3/23/21,Executive Director,1,Yes
155,9,OKE,ONEOK INC,8151,0,2Bermiss,David Kyle,0,154,Oneok Inc,8/29/00,25232,,Yes,CEO,0,0,0,,0,0,411,23165,620137,ONEOK INC (WAI Inc prior to 11/1997),President/CEO,CAUCASIAN/WHITE,1/31/14,6/28/21,Executive Director,1,Yes
156,480,RL,RALPH LAUREN CORP,64891,0,3BoardEx,David Lauren,1,237,Polo Ralph Lauren,11/20/04,85072,,,TMT,1,,1,1,1,1,439,24726,1319543,RALPH LAUREN CORP,Vice Chairman/Chief Innovation Officer,CAUCASIAN/WHITE,10/7/16,3/1/22,Executive Director,0,Yes
157,94,ORLY,O'REILLY AUTOMOTIVE INC,28180,0,3BoardEx,David O'Reilly,,,,,,,Yes,,,,,,0,0,418,23350,102852,O'REILLY AUTOMOTIVE INC,Chairman (Executive),CAUCASIAN/WHITE,2/24/05,5/13/21,Executive Director,0,Yes
158,251,SPG,SIMON PROPERTY GROUP INC,29389,0,3BoardEx,David Simon,,,,,,,Yes,,,,,,0,0,493,28041,70877,SIMON PROPERTY GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,2/15/19,,Executive Director,1,Yes
159,460,GS,GOLDMAN SACHS GROUP INC,114628,0,3BoardEx,David Solomon,,,,,,,Yes,,,,,,0,0,262,13564,795984,GOLDMAN SACHS GROUP INC,Chairman/CEO,CAUCASIAN/WHITE,1/1/19,,Executive Director,1,Yes
160,178,PG,PROCTER & GAMBLE CO,8762,0,3BoardEx,David Taylor,,,,,,,Yes,,,,,,0,0,446,25150,549272,PROCTER & GAMBLE CO,Chairman/President/CEO,CAUCASIAN/WHITE,7/1/16,11/1/21,Executive Director,1,Yes
161,187,AME,AMETEK INC,1598,0,3BoardEx,David Zapico,,,,,,,Yes,,,,,,0,0,25,2058,205055,AMETEK INC,Chairman/CEO,CAUCASIAN/WHITE,7/7/17,,Executive Director,1,Yes
162,469,MMC,MARSH & MCLENNAN COS,7065,0,2Bermiss,Dean Klisura,0,144,Marsh & McLennan,11/18/21,45751,,Yes,CEO,0,0,0,,0,0,357,19713,592845,MARSH & MCLENNAN COMPANIES INC,President/CEO,CAUCASIAN/WHITE,1/1/13,12/31/22,Executive Director,1,Yes
163,394,VTR,VENTAS INC,110179,0,3BoardEx,Debra Cafaro,,,,,,,Yes,,,,,,0,0,549,32450,180625,VENTAS INC (Vencor Inc prior to 04/1998),Chairman/CEO,CAUCASIAN/WHITE,11/2/10,,Executive Director,1,Yes
164,326,TMO,THERMO FISHER SCIENTIFIC INC,10530,0,3BoardEx,Delete Delete,,,,,,,No,,,,,,0,0,521,30616,2810399,THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006),Chairman/VP/Treasurer,CAUCASIAN/WHITE,,,Executive Director,0,No
165,188,LNC,LINCOLN NATIONAL CORP,6742,0,3BoardEx,Dennis Glass,,,,,,,Yes,,,,,,0,0,341,18908,54612,LINCOLN NATIONAL CORP,President/CEO,CAUCASIAN/WHITE,7/6/07,5/27/22,Executive Director,1,Yes
166,330,DIS,DISNEY (WALT) CO,3980,0,2Bermiss,Dennis Hightower,1,196,Walt Disney,9/24/90,26403,,,TMT,1,,0,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
167,250,LLY,LILLY (ELI) & CO,6730,0,2Bermiss,Derica Rice,1,47,Eli Lilly and Co.,5/6/13,50876,,Yes,CEO,1,1,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
168,250,LLY,LILLY (ELI) & CO,6730,0,2Bermiss,Derica Rice,1,228,Eli Lilly,12/18/09,50876,,,TMT,0,,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
169,250,LLY,LILLY (ELI) & CO,6730,0,2Bermiss,Derica Rice,1,229,Eli Lilly,2/23/06,50876,,,TMT,1,,0,1,3,1,339,18888,1068880,ELI LILLY & CO,Chair/President/CEO,CAUCASIAN/WHITE,6/1/17,,Executive Director,1,Yes
170,425,WU,WESTERN UNION CO,175263,0,2Bermiss,Devin McGranahan,0,139,Western Union,11/15/21,91461,,Yes,CEO,0,0,0,,0,0,621,840164,502258,WESTERN UNION CO,President/CEO,CAUCASIAN/WHITE,9/1/10,12/31/21,Executive Director,1,Yes
171,406,WY,WEYERHAEUSER CO,11456,0,3BoardEx,Devin Stockfish,,,,,,,Yes,,,,,,0,0,568,33418,1266749,WEYERHAEUSER CO,President/CEO,CAUCASIAN/WHITE,1/1/19,,Executive Director,1,Yes
172,228,GWW,GRAINGER (W W) INC,5256,0,3BoardEx,DG Macpherson,,,,,,,Yes,,,,,,0,0,263,13725,881638,WW GRAINGER INC,Chairman/CEO,CAUCASIAN/WHITE,10/1/17,,Executive Director,1,Yes
173,21,HST,HOST HOTELS & RESORTS INC,7063,0,3BoardEx,Dick Marriott,,,,,,,Yes,,,,,,0,0,286,15093,38651,HOST HOTELS & RESORTS INC,Chairman,CAUCASIAN/WHITE,12/29/98,,Executive Director,0,Yes
174,371,SNPS,SYNOPSYS INC,24975,0,3BoardEx,Doctor Aart De Geus,,,,,,,Yes,,,,,,0,0,507,29816,64702,SYNOPSYS INC,Chairman/Co-CEO,CAUCASIAN/WHITE,5/21/12,4/30/22,Executive Director,1,Yes
175,91,ANSS,ANSYS INC,63080,1,3BoardEx,Doctor Ajei Gopal,,,,,,,Yes,,,,,,0,0,31,2257,545851,ANSYS INC,President/CEO,INDIAN/SOUTH ASIAN,1/1/17,,Executive Director,1,Yes
176,78,AES,AES CORP (THE),24216,1,3BoardEx,Doctor Andr___©s Gluski Weilert,,,,,,,Yes,,,,,,0,0,6,979,452889,AES CORP,President/CEO,HISPANIC/LATIN AMERICAN,9/30/11,,Executive Director,1,Yes
177,442,ADSK,AUTODESK INC,1878,0,3BoardEx,Doctor Andrew Anagnost,,,,,,,Yes,,,,,,0,0,42,3118,1203207,AUTODESK INC,President/CEO,CAUCASIAN/WHITE,6/19/17,1/19/21,Executive Director,1,Yes
178,351,ANET,ARISTA NETWORKS INC,20748,1,3BoardEx,Doctor Andy von Bechtolsheim,,,,,,,Yes,,,,,,0,0,696,2073894,201466,ARISTA NETWORKS INC,Chairman/Chief Development Officer,INDIAN/SOUTH ASIAN,5/18/15,12/1/23,Executive Director,0,Yes
179,274,MCK,MCKESSON CORP,7171,0,3BoardEx,Doctor Brian Tyler,,,,,,,Yes,,,,,,0,0,368,19966,509859,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),CEO,CAUCASIAN/WHITE,4/1/19,,Executive Director,1,Yes
180,371,SNPS,SYNOPSYS INC,24975,0,3BoardEx,Doctor Chi-Foon Chan,,,,,,,Yes,,,,,,0,0,508,29816,64712,SYNOPSYS INC,President/Co-CEO,CAUCASIAN/WHITE,5/21/12,11/1/21,Executive Director,1,Yes
181,390,MDLZ,MONDELEZ INTERNATIONAL INC,142953,0,3BoardEx,Doctor Dirk van de Put,1,248,Kraft Foods,10/29/07,89006,,,TMT,0,,1,1,1,1,329,18164,640369,MONDELEZ INTERNATIONAL INC,Chairman/CEO,CAUCASIAN/WHITE,4/1/18,,Executive Director,1,Yes
182,361,ISRG,INTUITIVE SURGICAL INC,136725,0,3BoardEx,Doctor Gary Guthart,,,,,,,Yes,,,,,,0,0,310,16627,324511,INTUITIVE SURGICAL INC,President/CEO,CAUCASIAN/WHITE,1/1/10,5/16/23,Executive Director,1,Yes
183,454,BMY,BRISTOL-MYERS SQUIBB CO,2403,0,3BoardEx,Doctor Giovanni Caforio,,,,,,,Yes,,,,,,0,0,89,5118,857412,BRISTOL-MYERS SQUIBB CO,Chairman/CEO,CAUCASIAN/WHITE,5/2/17,11/1/23,Executive Director,1,Yes
184,209,QCOM,QUALCOMM INC,24800,0,3BoardEx,Doctor Irwin Jacobs,,,,,,,Yes,,,,,,0,0,457,25529,34486,QUALCOMM INC,Chairman/CEO Emeritus,CAUCASIAN/WHITE,3/6/12,,Executive Director,1,Yes
185,335,MMM,3M CO,7435,0,3BoardEx,Doctor Ken Cai,,,,,,,Yes,,,,,,0,0,642,1336232,842949,MINCO CAPITAL CORP (Minco Gold Corp prior to 02/2019),Chairman/CEO,CAUCASIAN/WHITE,6/28/17,6/4/20,Executive Director,1,Yes
186,288,TDG,TRANSDIGM GROUP INC,148349,0,3BoardEx,Doctor Kevin Stein,,,,,,,Yes,,,,,,0,0,620,818089,895408,TRANSDIGM GROUP INC,President/CEO,CAUCASIAN/WHITE,4/26/18,,Executive Director,1,Yes
187,293,REGN,REGENERON PHARMACEUTICALS,23812,0,3BoardEx,Doctor Len Schleifer,,,,,,,Yes,,,,,,0,0,465,25954,201093,REGENERON PHARMACEUTICALS INC,President/CEO,CAUCASIAN/WHITE,1/1/94,6/9/23,Executive Director,1,Yes
188,87,CMI,CUMMINS INC,3650,0,3BoardEx,Doctor Leslie Klein,,,,,,,Yes,,,,,,0,0,682,1984540,2418090,C-COM SATELLITE SYSTEMS INC,President/CEO,CAUCASIAN/WHITE,8/15/00,,Executive Director,1,Yes
189,19,RHT,RED HAT INC,122841,0,3BoardEx,Doctor Lisa Crossley,,,,,,,Yes,,,,,,0,0,639,1243400,1664864,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),CEO,,1/18/16,12/11/23,Executive Director,1,Yes
190,350,AMD,ADVANCED MICRO DEVICES,1161,1,3BoardEx,Doctor Lisa Su,,,,,,,Yes,,,,,,0,0,5,881,542142,ADVANCED MICRO DEVICES INC (AMD),President/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),10/8/14,2/14/22,Executive Director,1,Yes
191,431,ALXN,ALEXION PHARMACEUTICALS INC,62263,0,3BoardEx,Doctor Ludwig Hantson,,,,,,,Yes,,,,,,0,0,12,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
192,451,AXP,AMERICAN EXPRESS CO,1447,0,3BoardEx,Doctor Ludwig Hantson,1,251,American Express,11/4/11,59176,,,TMT,1,,0,1,3,1,13,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
193,451,AXP,AMERICAN EXPRESS CO,1447,0,3BoardEx,Doctor Ludwig Hantson,1,135,American Express,4/27/99,59176,,Yes,CEO,1,0,0,1,3,1,13,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
194,451,AXP,AMERICAN EXPRESS CO,1447,0,3BoardEx,Doctor Ludwig Hantson,1,189,American Express,7/12/07,59176,,,TMT,0,,1,1,3,1,13,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
195,103,WHR,WHIRLPOOL CORP,11465,0,3BoardEx,Doctor Marc Bitzer,1,235,Whirlpool,3/25/01,25419,,,TMT,0,,0,1,1,1,569,33437,485987,WHIRLPOOL CORP,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/19,9/1/21,Executive Director,1,Yes
