"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
17,"AAP","ADVANCE AUTO PARTS INC",NA,"ADVANCE AUTO PARTS INC","145977",0,"CAUCASIAN/WHITE","Tom Greco",NA,NA,NA,"Tom","Greco",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/14/16","9/11/23",4,95856,1013356,NA,NA,NA,NA,6,"AAP","ADVANCE AUTO PARTS INC","CEO","Tom Greco","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
18,"MLM","MARTIN MARIETTA MATERIALS",NA,"MARTIN MARIETTA MATERIALS INC","29733",0,"CAUCASIAN/WHITE","Ward Nye",NA,NA,NA,"Ward","Nye",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/22/14",NA,313,19739,841525,NA,NA,NA,NA,281,"MLM","MARTIN MARIETTA MATERIALS","CEO","Ward Nye","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
19,"RHT","RED HAT INC",NA,"RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016)","122841",0,"CAUCASIAN/WHITE","Paul Cormier",NA,NA,NA,"Paul","Comier",0,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/20","7/1/22",416,1243400,1664864,NA,NA,NA,NA,374,"RHT","RED HAT INC","CEO","Doctor Lisa Crossley","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
20,"FRT","FEDERAL REALTY INVESTMENT TR",NA,"FEDERAL REALTY INVESTMENT TRUST","4605",0,"CAUCASIAN/WHITE","Don Wood",NA,NA,NA,"Don","Wood",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/03","3/11/21",192,11649,332472,NA,NA,NA,NA,170,"FRT","FEDERAL REALTY INVESTMENT TR","CEO","Don Wood","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
21,"HST","HOST HOTELS & RESORTS INC",NA,"HOST HOTELS & RESORTS INC","7063",0,"CAUCASIAN/WHITE","Jim Risoleo",NA,NA,NA,"Jim","Risoleo",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/17",NA,226,15093,205949,NA,NA,NA,NA,214,"HST","HOST HOTELS & RESORTS INC","CEO","Jim Risoleo","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
22,"LMT","LOCKHEED MARTIN CORP",NA,"LOCKHEED MARTIN CORP","6774",0,"CAUCASIAN/WHITE","Marillyn Hewson",NA,NA,NA,"Marillyn","Hewson",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/14","6/15/20",281,19048,202548,NA,NA,NA,NA,270,"LMT","LOCKHEED MARTIN CORP","CEO","Marillyn Hewson","Caucasian/White",0,1,1,0,"F",1,1,"Yes",NA,"BoardEx"
23,"MAR","MARRIOTT INTL INC",NA,"MARRIOTT INTERNATIONAL INC","28930",0,"CAUCASIAN/WHITE","Arne Sorenson",NA,NA,NA,"Arne","Sorenson",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/31/12","2/15/21",297,19706,38571,NA,NA,NA,NA,278,"MAR","MARRIOTT INTL INC","CEO","Arne Sorenson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
24,"DVN","DEVON ENERGY CORP",NA,"DEVON ENERGY CORP","14934",0,"CAUCASIAN/WHITE","Dave Hager",NA,NA,NA,"Dave","Hager",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/8/16","1/7/21",140,9103,62347,NA,NA,NA,NA,126,"DVN","DEVON ENERGY CORP","CEO","Dave Hager","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
25,"PAYC","PAYCOM SOFTWARE INC",NA,"PAYCOM SOFTWARE INC","20116",0,"CAUCASIAN/WHITE","Chad Richison",NA,NA,NA,"Chad","Richison",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/16","2/7/24",369,2061294,1388163,NA,NA,NA,NA,338,"PAYC","PAYCOM SOFTWARE INC","CEO","Chad Richison","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
26,"EMN","EASTMAN CHEMICAL CO",NA,"EASTMAN CHEMICAL CO","29392",0,"CAUCASIAN/WHITE","Mark Costa",NA,NA,NA,"Mark","Costa",NA,NA,"CEO","Chair/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/30/14",NA,155,9940,534777,NA,NA,NA,NA,141,"EMN","EASTMAN CHEMICAL CO","CEO","Mark Costa","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
27,"ALB","ALBEMARLE CORP",NA,NA,"29751",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"BAC","BANK OF AMERICA CORP",NA,"BANK OF AMERICA CORP","7647",0,"CAUCASIAN/WHITE","Brian Moynihan",NA,NA,NA,"Brian","Moynihan",NA,NA,"CEO","Chair/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/14",NA,44,4504,35043,NA,NA,NA,NA,49,"BAC","BANK OF AMERICA CORP","CEO","Brian Moynihan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
29,"DUK","DUKE ENERGY CORP",NA,"DUKE ENERGY CORP","4093",0,"CAUCASIAN/WHITE","Lynn Good",NA,NA,NA,"Lynn","Good",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16",NA,138,867887,204347,NA,NA,NA,NA,138,"DUK","DUKE ENERGY CORP","CEO","Lynn Good","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
30,"HON","HONEYWELL INTERNATIONAL INC",NA,"HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000)","1300",0,"CAUCASIAN/WHITE","Darius Adamczyk",NA,NA,NA,"Darius","Adamczyk",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/23/18","6/1/23",221,15029,1205682,NA,NA,NA,NA,212,"HON","HONEYWELL INTERNATIONAL INC","CEO","Darius Adamczyk","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
31,"IR","INGERSOLL RAND INC",NA,"INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020)","30098",0,"CAUCASIAN/WHITE","Vicente Reynal",NA,NA,NA,"Vicente","Reynal",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/12/17","11/9/21",247,2656398,1912562,NA,NA,NA,NA,226,"IR","INGERSOLL RAND INC","CEO","Mike Lamach","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
31,"IR","INGERSOLL RAND INC",NA,"INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020)","30098",0,"CAUCASIAN/WHITE","Vicente Reynal",NA,NA,NA,"Vicente","Reynal",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/12/17","11/9/21",247,2656398,1912562,NA,NA,NA,NA,227,"IR","INGERSOLL RAND INC","CEO","Vicente Reynal","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
32,"NUE","NUCOR CORP",NA,NA,"8030",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"SEE","SEALED AIR CORP",NA,"SEALED AIR CORP","9555",0,"CAUCASIAN/WHITE","Ted Doheny II",NA,NA,NA,"Ted","Doheny II",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/18","10/23/23",432,27418,516421,NA,NA,NA,NA,390,"SEE","SEALED AIR CORP","CEO","Ted Doheny II","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
34,"TFC","TRUIST FINANCIAL CORP",NA,"TRUIST FINANCIAL CORP (BB&T Corp prior to 12/2019)","11856",0,"CAUCASIAN/WHITE","Kelly King",NA,NA,NA,"Kelly","King",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/20/16","9/12/21",456,3718,39271,NA,NA,NA,NA,422,"TFC","TRUIST FINANCIAL CORP","CEO","Kelly King","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
35,"XRAY","DENTSPLY SIRONA INC",NA,"DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016)","13700",0,"CAUCASIAN/WHITE","Don Casey Jr",NA,NA,NA,"Don","Casey Jr",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/12/18","4/19/22",515,9023,590656,NA,NA,NA,NA,125,"XRAY","DENTSPLY SIRONA INC","CEO","Don Casey Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
36,"ALGN","ALIGN TECHNOLOGY INC",NA,"ALIGN TECHNOLOGY INC","141384",0,"CAUCASIAN/WHITE","Joe Hogan",NA,NA,NA,"Joe","Hogan",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/15",NA,20,1384,32461,NA,NA,NA,NA,15,"ALGN","ALIGN TECHNOLOGY INC","CEO","Joe Hogan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
37,"FCX","FREEPORT-MCMORAN INC",NA,"FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014)","14590",0,"CAUCASIAN/WHITE","Richard Adkerson",NA,NA,NA,"Richard","Adkerson",NA,NA,"CEO","Vice Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/31/13","2/2/21",180,12493,206065,NA,NA,NA,NA,185,"FCX","FREEPORT-MCMORAN INC","CEO","Richard Adkerson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
38,"MCHP","MICROCHIP TECHNOLOGY INC",NA,"MICROCHIP TECHNOLOGY INC","27965",1,"INDIAN/SOUTH ASIAN","Steve Sanghi",NA,NA,NA,"Steve","Sanghi",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/3/16","3/1/21",300,20566,61502,NA,NA,NA,NA,294,"MCHP","MICROCHIP TECHNOLOGY INC","CEO","Steve Sanghi","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
40,"ON","ON SEMICONDUCTOR CORP",NA,"ON SEMICONDUCTOR CORP","134932",0,"CAUCASIAN/WHITE","Keith Jackson",NA,NA,NA,"Keith","Jackson",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/19/02","12/7/20",363,23134,200418,NA,NA,NA,NA,329,"ON","ON SEMICONDUCTOR CORP","CEO","Keith Jackson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
41,"PNW","PINNACLE WEST CAPITAL CORP",NA,"PINNACLE WEST CAPITAL CORP","1075",0,"CAUCASIAN/WHITE","Jeff Guldner",NA,NA,NA,"Jeff","Guldner",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/15/19",NA,391,24493,891832,NA,NA,NA,NA,347,"PNW","PINNACLE WEST CAPITAL CORP","CEO","Jeff Guldner","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
42,"RSG","REPUBLIC SERVICES INC",NA,"REPUBLIC SERVICES INC","112168",0,"CAUCASIAN/WHITE","Don Slager",NA,NA,NA,"Don","Slager",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/1/19","5/21/21",424,26097,205673,NA,NA,NA,NA,378,"RSG","REPUBLIC SERVICES INC","CEO","Don Slager","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
43,"DLTR","DOLLAR TREE INC",NA,"DOLLAR TREE INC","31587",0,"CAUCASIAN/WHITE","Gary Philbin",NA,NA,NA,"Gary","Philbin",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/9/19","7/20/20",130,9474,452406,NA,NA,NA,NA,132,"DLTR","DOLLAR TREE INC","CEO","Gary Philbin","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
44,"CEG","CONSTELLATION ENE CORP",NA,NA,"40614",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"UAA","UNDER ARMOUR INC",NA,NA,"165052",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"EXR","EXTRA SPACE STORAGE INC",NA,"EXTRA SPACE STORAGE INC","160479",0,"CAUCASIAN/WHITE","Joe Margolis",NA,NA,NA,"Joe","Margolis",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/18/17",NA,175,600874,375394,NA,NA,NA,NA,166,"EXR","EXTRA SPACE STORAGE INC","CEO","Joe Margolis","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
48,"ZION","ZIONS BANCORPORATION NA",NA,"ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018)","11687",0,"CAUCASIAN/WHITE","Harris Simmons",NA,NA,NA,"Harris","Simmons",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/4/14",NA,522,34139,57861,NA,NA,NA,NA,471,"ZION","ZIONS BANCORPORATION NA","CEO","Harris Simmons","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
49,"DAL","DELTA AIR LINES INC",NA,"DELTA AIR LINES INC","3851",0,"CAUCASIAN/WHITE","Ed Bastian",NA,NA,NA,"Ed","Bastian",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/16",NA,119,8946,333894,NA,NA,NA,NA,124,"DAL","DELTA AIR LINES INC","CEO","Ed Bastian","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
50,"EFX","EQUIFAX INC",NA,"EQUIFAX INC","4423",0,"CAUCASIAN/WHITE","Mark Begor",NA,NA,NA,"Mark","Begor",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/16/18",NA,150,10896,202312,NA,NA,NA,NA,155,"EFX","EQUIFAX INC","CEO","Marc Rossiter","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
50,"EFX","EQUIFAX INC",NA,"EQUIFAX INC","4423",0,"CAUCASIAN/WHITE","Mark Begor",NA,NA,NA,"Mark","Begor",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/16/18",NA,150,10896,202312,NA,NA,NA,NA,156,"EFX","EQUIFAX INC","CEO","Mark Begor","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
51,"FLT","FLEETCOR TECHNOLOGIES INC",NA,"FLEETCOR TECHNOLOGIES INC","184700",0,"CAUCASIAN/WHITE","Ron Clarke",NA,NA,NA,"Ron","Clarke",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/15/10",NA,188,1677118,1058760,NA,NA,NA,NA,136,"FLT","DRONE DELIVERY CANADA CORP (Asher Resources Corp prior to 06/2016)","CEO","Mike Zahra","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
51,"FLT","FLEETCOR TECHNOLOGIES INC",NA,"FLEETCOR TECHNOLOGIES INC","184700",0,"CAUCASIAN/WHITE","Ron Clarke",NA,NA,NA,"Ron","Clarke",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/15/10",NA,188,1677118,1058760,NA,NA,NA,NA,177,"FLT","FLEETCOR TECHNOLOGIES INC","CEO","Ron Clarke","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
52,"GPN","GLOBAL PAYMENTS INC",NA,"GLOBAL PAYMENTS INC","141913",0,"CAUCASIAN/WHITE","Jeff Sloan",NA,NA,NA,"Jeff","Sloan",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/30/14","6/1/23",206,13417,1076347,NA,NA,NA,NA,194,"GPN","GLOBAL PAYMENTS INC","CEO","Jeff Sloan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
53,"ICE","INTERCONTINENTAL EXCHANGE",NA,"INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014)","163610",0,"CAUCASIAN/WHITE","Jeff Sprecher",NA,NA,NA,"Jeff","Sprecher",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/1/02",NA,231,815224,489174,NA,NA,NA,NA,230,"ICE","INTERCONTINENTAL EXCHANGE","CEO","Jeff Sprecher","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
53,"ICE","INTERCONTINENTAL EXCHANGE",NA,"INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014)","163610",0,"CAUCASIAN/WHITE","Jeff Sprecher",NA,NA,NA,"Jeff","Sprecher",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/1/02",NA,231,815224,489174,NA,NA,NA,NA,231,"ICE","INTERCONTINENTAL EXCHANGE","CEO","Joey St-Aubin","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
54,"IVZ","INVESCO LTD",NA,"INVESCO LTD (Invesco PLC prior to 12/2007)","29804",0,"CAUCASIAN/WHITE","Marty Flanagan",NA,NA,NA,"Marty","Flanagan",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/05","6/30/23",252,2129,36584,NA,NA,NA,NA,238,"IVZ","INVESCO LTD","CEO","Marty Flanagan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
55,"KO","COCA-COLA CO",NA,"COCA-COLA CO","3144",0,"CAUCASIAN/WHITE","James Quincey",NA,NA,NA,"James","Quincey",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/24/19",NA,270,7204,877797,NA,NA,NA,NA,101,"KO","COCA-COLA CO","CEO","James Quincey","Caucasian/White",0,1,1,0,"M",0,3,"No",NA,"BoardEx"
56,"NSC","NORFOLK SOUTHERN CORP",NA,"NORFOLK SOUTHERN CORP","7923",0,"CAUCASIAN/WHITE","Jim Squires",NA,NA,NA,"Jim","Squires",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/15","12/1/21",346,22412,534106,NA,NA,NA,NA,318,"NSC","NORFOLK SOUTHERN CORP","CEO","Jim Squires","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
57,"NWL","NEWELL BRANDS INC",NA,"NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016)","7875",1,"INDIAN/SOUTH ASIAN","Ravi Saligram",NA,NA,NA,"Ravi","Saligram",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/2/19","5/5/22",354,22048,447647,NA,NA,NA,NA,312,"NWL","NEWELL BRANDS INC","CEO","Ravi Saligram","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
58,"PHM","PULTEGROUP INC",NA,"PULTEGROUP INC","8823",0,"CAUCASIAN/WHITE","Ryan Marshall",NA,NA,NA,"Ryan","Marshall",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/8/16",NA,383,25407,1308442,NA,NA,NA,NA,363,"PHM","PULTEGROUP INC","CEO","Ryan Marshall","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
59,"ROL","ROLLINS INC",NA,"ROLLINS INC","9225",0,"CAUCASIAN/WHITE","Gary Rollins",NA,NA,NA,"Gary","Rollins",NA,NA,"CEO","Vice Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/22/13","8/25/20",421,26519,141669,NA,NA,NA,NA,382,"ROL","ROLLINS INC","CEO","Gary Rollins","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
62,"WRK","WESTROCK CO",NA,"WESTROCK CO","29830",0,"CAUCASIAN/WHITE","Steve Voorhees",NA,NA,NA,"Steve","Voorhees",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/15","3/15/21",507,2302775,325766,NA,NA,NA,NA,460,"WRK","WESTROCK CO","CEO","Steve Voorhees","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
63,"JKHY","HENRY (JACK) & ASSOCIATES",NA,"JACK HENRY & ASSOCIATES INC","11811",0,"CAUCASIAN/WHITE","Dave Foss",NA,NA,NA,"Dave","Foss",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/17","7/1/21",255,14668,836736,NA,NA,NA,NA,204,"JKHY","HENRY (JACK) & ASSOCIATES","CEO","Dave Foss","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
64,"IQV","IQVIA HOLDINGS INC",NA,"IQVIA HOLDINGS INC (Quintiles IMS Holdings Inc prior to 11/2017)","17928",0,"CAUCASIAN/WHITE","Ari Bousbib",NA,NA,NA,"Ari","Bousbib",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/3/16",NA,246,1951118,33049,NA,NA,NA,NA,241,"IQV","IQVIA HOLDINGS INC","CEO","Ari Bousbib","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
65,"DXC","DXC TECHNOLOGY CO",NA,"DXC TECHNOLOGY CO (Computer Sciences Corp prior to 04/2017)","3336",0,"CAUCASIAN/WHITE","Mike Salvino",NA,NA,NA,"Mike","Salvino",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/12/19","7/26/22",141,7584,205612,NA,NA,NA,NA,140,"DXC","DXC TECHNOLOGY CO","CEO","Mike Salvino","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
66,"FANG","DIAMONDBACK ENERGY INC",NA,"DIAMONDBACK ENERGY INC","170750",0,"CAUCASIAN/WHITE","Travis Stice",NA,NA,NA,"Travis","Stice",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/17","2/22/22",178,1895607,1277021,NA,NA,NA,NA,128,"FANG","DIAMONDBACK ENERGY INC","CEO","Travis Stice","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
67,"MO","ALTRIA GROUP INC",NA,NA,"8543",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"PFG","PRINCIPAL FINANCIAL GRP INC",NA,"PRINCIPAL FINANCIAL GROUP INC","145701",0,"CAUCASIAN/WHITE","Dan Houston",NA,NA,NA,"Dan","Houston",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/17/16",NA,378,25087,333969,NA,NA,NA,NA,356,"PFG","PRINCIPAL FINANCIAL GRP INC","CEO","Dan Houston","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
69,"COF","CAPITAL ONE FINANCIAL CORP",NA,"CAPITAL ONE FINANCIAL CORP","30990",0,"CAUCASIAN/WHITE","Rich Fairbank",NA,NA,NA,"Rich","Fairbank",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/24/03",NA,95,5734,48786,NA,NA,NA,NA,73,"COF","CAPITAL ONE FINANCIAL CORP","CEO","Rich Fairbank","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
70,"GD","GENERAL DYNAMICS CORP",NA,"GENERAL DYNAMICS CORP","5046",0,"CAUCASIAN/WHITE","Phebe Novakovic",NA,NA,NA,"Phebe","Novakovic",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/13",NA,195,12984,45561,NA,NA,NA,NA,187,"GD","GENERAL DYNAMICS CORP","CEO","Phebe Novakovic","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
71,"HLT","HILTON WORLDWIDE HOLDINGS",NA,"HILTON WORLDWIDE HOLDINGS INC","5643",0,"CAUCASIAN/WHITE","Chris Nassetta",NA,NA,NA,"Chris","Nassetta",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/12/13",NA,218,2022926,180239,NA,NA,NA,NA,209,"HLT","HILTON WORLDWIDE HOLDINGS","CEO","Chris Nassetta","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
